rain,temp,wdsp,target,stopID_1035,stopID_1055,stopID_1310,stopID_1311,stopID_1312,stopID_1313,stopID_1314,stopID_1315,stopID_1316,stopID_2825,stopID_2867,stopID_2868,stopID_2927,stopID_2929,stopID_2930,stopID_2933,stopID_2934,stopID_2935,stopID_2936,stopID_2937,stopID_2938,stopID_2940,stopID_2948,stopID_2949,stopID_2950,stopID_2954,stopID_2956,stopID_2965,stopID_2967,stopID_2968,stopID_2969,stopID_2970,stopID_2979,stopID_2980,stopID_2981,stopID_2983,stopID_2984,stopID_4332,stopID_4333,stopID_4334,stopID_4336,stopID_4337,stopID_4582,stopID_4707,stopID_4708,stopID_4712,stopID_4987,stopID_4988,stopID_7067,stopID_7440,stopID_7441,stopID_7447,stopID_7448,stopID_7449,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_10,hour_11,hour_15,hour_16,hour_17,route_start_stop_2825,route_start_stop_2934,route_start_stop_7067,route_end_stop_2825,route_end_stop_2933
0.0,18.2,14.0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
