rain,temp,wdsp,target,stopID_2113,stopID_4095,stopID_4097,stopID_4103,stopID_4104,stopID_4105,stopID_4106,stopID_4108,stopID_4109,stopID_4110,stopID_4111,stopID_4112,stopID_4113,stopID_4131,stopID_4153,stopID_4154,stopID_4156,stopID_4167,stopID_4170,stopID_4183,stopID_4184,stopID_4185,stopID_4186,stopID_4187,stopID_4189,stopID_4190,stopID_4192,stopID_4194,stopID_4196,stopID_4199,stopID_4416,stopID_4417,stopID_4419,stopID_4420,stopID_4421,stopID_4422,stopID_4584,stopID_6139,stopID_7294,stopID_7295,stopID_7369,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4108,route_start_stop_4167,route_start_stop_4420,route_end_stop_4108,route_end_stop_4131,route_end_stop_4167,route_end_stop_4420
0.0,12.6,6.0,1180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
