rain,temp,wdsp,target,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1078,stopID_1079,stopID_1080,stopID_1081,stopID_1082,stopID_1083,stopID_1085,stopID_1121,stopID_1122,stopID_1123,stopID_1124,stopID_1125,stopID_1127,stopID_1130,stopID_1155,stopID_1157,stopID_1158,stopID_1159,stopID_1160,stopID_1161,stopID_1162,stopID_1163,stopID_1164,stopID_1165,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1283,stopID_1284,stopID_1285,stopID_1352,stopID_1353,stopID_1355,stopID_1357,stopID_1358,stopID_2352,stopID_2357,stopID_2516,stopID_2517,stopID_2518,stopID_2532,stopID_2539,stopID_2540,stopID_2547,stopID_2548,stopID_2550,stopID_2559,stopID_2560,stopID_2561,stopID_2562,stopID_2564,stopID_2566,stopID_2567,stopID_2568,stopID_2569,stopID_2570,stopID_2573,stopID_2574,stopID_2575,stopID_2590,stopID_2591,stopID_2592,stopID_2600,stopID_3006,stopID_4456,stopID_4521,stopID_4528,stopID_4713,stopID_4714,stopID_4749,stopID_4750,stopID_4759,stopID_4760,stopID_4871,stopID_4872,stopID_4873,stopID_4874,stopID_4877,stopID_4878,stopID_4880,stopID_4882,stopID_4883,stopID_4884,stopID_4885,stopID_4927,stopID_4928,stopID_4929,stopID_4930,stopID_4931,stopID_4932,stopID_4933,stopID_4960,stopID_6170,stopID_6343,stopID_7180,stopID_7183,stopID_7222,stopID_7331,stopID_7459,stopID_7460,stopID_7550,stopID_7564,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4713,route_start_stop_7564,route_end_stop_7459,route_end_stop_7564
3.1,13.4,5.0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
