rain,temp,wdsp,target,stopID_15,stopID_17,stopID_18,stopID_19,stopID_21,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_85,stopID_119,stopID_203,stopID_204,stopID_205,stopID_213,stopID_214,stopID_220,stopID_231,stopID_277,stopID_288,stopID_1171,stopID_1172,stopID_1173,stopID_1174,stopID_1175,stopID_1620,stopID_1622,stopID_1623,stopID_1624,stopID_1625,stopID_1626,stopID_1627,stopID_1628,stopID_1629,stopID_1630,stopID_1631,stopID_1632,stopID_1633,stopID_1634,stopID_1635,stopID_1636,stopID_1637,stopID_1638,stopID_1639,stopID_1640,stopID_1641,stopID_1642,stopID_3670,stopID_3671,stopID_3672,stopID_3674,stopID_3675,stopID_3676,stopID_3679,stopID_3682,stopID_3686,stopID_3689,stopID_3690,stopID_3694,stopID_3695,stopID_3696,stopID_3697,stopID_3698,stopID_3699,stopID_3864,stopID_3865,stopID_3867,stopID_3874,stopID_3881,stopID_3884,stopID_3885,stopID_4330,stopID_4432,stopID_5053,stopID_5073,stopID_5074,stopID_5075,stopID_5076,stopID_5077,stopID_5078,stopID_5079,stopID_5096,stopID_6054,stopID_7133,stopID_7134,stopID_7135,stopID_7136,stopID_7144,stopID_7145,stopID_7348,stopID_7602,stopID_7603,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_11,hour_12,hour_13,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_23,route_start_stop_288,route_start_stop_7144,route_end_stop_288,route_end_stop_3874
0.0,18.0,9.0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
