rain,temp,wdsp,target,stopID_4,stopID_281,stopID_320,stopID_334,stopID_345,stopID_406,stopID_435,stopID_461,stopID_747,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_792,stopID_842,stopID_845,stopID_846,stopID_847,stopID_848,stopID_906,stopID_907,stopID_908,stopID_909,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2013,stopID_2014,stopID_2015,stopID_2016,stopID_2017,stopID_2018,stopID_2019,stopID_2020,stopID_2021,stopID_2022,stopID_2023,stopID_2024,stopID_2025,stopID_2053,stopID_2054,stopID_2055,stopID_2056,stopID_2057,stopID_2058,stopID_2059,stopID_2060,stopID_2061,stopID_2062,stopID_2063,stopID_2064,stopID_2065,stopID_2068,stopID_2069,stopID_2070,stopID_2084,stopID_2795,stopID_3048,stopID_3049,stopID_3050,stopID_3051,stopID_3052,stopID_3053,stopID_3054,stopID_3055,stopID_3056,stopID_3057,stopID_3059,stopID_3060,stopID_3061,stopID_3062,stopID_3063,stopID_3064,stopID_3065,stopID_3066,stopID_3067,stopID_3202,stopID_3203,stopID_3204,stopID_3238,stopID_3239,stopID_3240,stopID_3344,stopID_3345,stopID_4565,stopID_4566,stopID_4567,stopID_4568,stopID_4569,stopID_4570,stopID_4571,stopID_4636,stopID_4725,stopID_4727,stopID_4728,stopID_4962,stopID_6059,stopID_6085,stopID_6086,stopID_7353,stopID_7419,stopID_7420,stopID_7421,stopID_7422,stopID_7555,stopID_7584,stopID_7586,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_57,progrnumber_58,progrnumber_59,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,hour_5,hour_6,hour_7,hour_8,hour_17,hour_18,route_start_stop_3057,route_start_stop_4962,route_end_stop_3057,route_end_stop_4962
0.0,12.7,2.0,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
