rain,temp,wdsp,target,stopID_289,stopID_496,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_525,stopID_526,stopID_527,stopID_528,stopID_529,stopID_530,stopID_531,stopID_532,stopID_533,stopID_534,stopID_535,stopID_536,stopID_537,stopID_538,stopID_539,stopID_540,stopID_541,stopID_542,stopID_543,stopID_544,stopID_545,stopID_546,stopID_547,stopID_548,stopID_549,stopID_550,stopID_551,stopID_552,stopID_553,stopID_554,stopID_555,stopID_557,stopID_558,stopID_559,stopID_560,stopID_562,stopID_563,stopID_564,stopID_565,stopID_566,stopID_567,stopID_568,stopID_569,stopID_570,stopID_571,stopID_572,stopID_573,stopID_574,stopID_575,stopID_576,stopID_577,stopID_579,stopID_580,stopID_581,stopID_582,stopID_583,stopID_584,stopID_585,stopID_586,stopID_587,stopID_588,stopID_589,stopID_590,stopID_591,stopID_592,stopID_593,stopID_594,stopID_595,stopID_596,stopID_597,stopID_598,stopID_599,stopID_600,stopID_601,stopID_602,stopID_603,stopID_604,stopID_605,stopID_606,stopID_607,stopID_608,stopID_609,stopID_610,stopID_611,stopID_612,stopID_613,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_620,stopID_621,stopID_675,stopID_693,stopID_707,stopID_708,stopID_709,stopID_710,stopID_711,stopID_712,stopID_713,stopID_714,stopID_715,stopID_716,stopID_717,stopID_718,stopID_719,stopID_720,stopID_721,stopID_731,stopID_4384,stopID_7569,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_567,route_start_stop_621,route_end_stop_557,route_end_stop_567,route_end_stop_585,route_end_stop_7569
1.2,11.5,9.0,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
