rain,temp,wdsp,target,stopID_2037,stopID_2040,stopID_2997,stopID_3045,stopID_3047,stopID_3068,stopID_3069,stopID_3070,stopID_3139,stopID_3140,stopID_3202,stopID_3203,stopID_3204,stopID_3205,stopID_3206,stopID_3212,stopID_3213,stopID_3214,stopID_3215,stopID_3216,stopID_3217,stopID_3218,stopID_3225,stopID_3226,stopID_3227,stopID_3228,stopID_3229,stopID_3230,stopID_3231,stopID_3236,stopID_3237,stopID_3238,stopID_3239,stopID_3240,stopID_3241,stopID_3242,stopID_3243,stopID_3244,stopID_3245,stopID_3246,stopID_3247,stopID_3248,stopID_3343,stopID_3534,stopID_3535,stopID_3536,stopID_3537,stopID_3538,stopID_3539,stopID_3540,stopID_3541,stopID_3542,stopID_3543,stopID_3545,stopID_3546,stopID_3547,stopID_3548,stopID_3551,stopID_3552,stopID_3553,stopID_3554,stopID_3555,stopID_3556,stopID_3557,stopID_3560,stopID_3561,stopID_4124,stopID_4125,stopID_4126,stopID_4127,stopID_4128,stopID_4129,stopID_4130,stopID_4131,stopID_4132,stopID_4134,stopID_4135,stopID_4136,stopID_4137,stopID_4138,stopID_4139,stopID_4140,stopID_4142,stopID_4143,stopID_4144,stopID_4145,stopID_4146,stopID_4147,stopID_4148,stopID_4149,stopID_4150,stopID_4151,stopID_4153,stopID_4154,stopID_4156,stopID_4169,stopID_4170,stopID_4175,stopID_4176,stopID_4177,stopID_4178,stopID_4201,stopID_4202,stopID_4203,stopID_4204,stopID_4205,stopID_4206,stopID_4304,stopID_4416,stopID_4533,stopID_4844,stopID_4983,stopID_5088,stopID_5089,stopID_5090,stopID_5091,stopID_5092,stopID_5167,stopID_6000,stopID_7056,stopID_7294,stopID_7323,stopID_7472,stopID_7522,stopID_7556,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_2037,route_start_stop_4533,route_end_stop_4983,route_end_stop_6000
0.0,16.3,7.0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
