rain,temp,wdsp,target,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_119,stopID_213,stopID_214,stopID_231,stopID_277,stopID_288,stopID_1631,stopID_1632,stopID_1633,stopID_1634,stopID_1635,stopID_1636,stopID_1637,stopID_1638,stopID_1639,stopID_1640,stopID_1641,stopID_1642,stopID_3689,stopID_3690,stopID_3694,stopID_3695,stopID_3696,stopID_3697,stopID_3698,stopID_3699,stopID_3751,stopID_3752,stopID_3885,stopID_4432,stopID_4843,stopID_4905,stopID_4906,stopID_4907,stopID_4908,stopID_4909,stopID_4921,stopID_4922,stopID_4923,stopID_4924,stopID_4958,stopID_5053,stopID_5079,stopID_6117,stopID_7603,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_6,hour_7,hour_8,route_start_stop_4843,route_end_stop_288
0.0,12.8,7.0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
