rain,temp,wdsp,target,stopID_6,stopID_27,stopID_28,stopID_29,stopID_37,stopID_38,stopID_39,stopID_40,stopID_90,stopID_91,stopID_92,stopID_93,stopID_94,stopID_112,stopID_113,stopID_114,stopID_115,stopID_126,stopID_127,stopID_146,stopID_147,stopID_148,stopID_149,stopID_150,stopID_184,stopID_185,stopID_186,stopID_187,stopID_188,stopID_189,stopID_190,stopID_191,stopID_194,stopID_195,stopID_196,stopID_197,stopID_198,stopID_199,stopID_200,stopID_201,stopID_273,stopID_281,stopID_322,stopID_323,stopID_324,stopID_327,stopID_332,stopID_400,stopID_405,stopID_408,stopID_409,stopID_410,stopID_411,stopID_412,stopID_413,stopID_414,stopID_415,stopID_416,stopID_417,stopID_418,stopID_419,stopID_420,stopID_421,stopID_422,stopID_423,stopID_424,stopID_425,stopID_426,stopID_427,stopID_428,stopID_429,stopID_469,stopID_470,stopID_471,stopID_472,stopID_473,stopID_475,stopID_476,stopID_477,stopID_478,stopID_479,stopID_480,stopID_481,stopID_482,stopID_483,stopID_485,stopID_487,stopID_488,stopID_489,stopID_490,stopID_491,stopID_492,stopID_493,stopID_494,stopID_495,stopID_819,stopID_2026,stopID_2051,stopID_3084,stopID_3114,stopID_3115,stopID_3116,stopID_3161,stopID_3162,stopID_3163,stopID_3164,stopID_4680,stopID_4705,stopID_4725,stopID_6085,stopID_6086,stopID_6182,stopID_6334,stopID_7113,stopID_7226,stopID_7330,stopID_7660,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_324,route_start_stop_7330,route_end_stop_281,route_end_stop_332,route_end_stop_4725,route_end_stop_7226
0.0,15.1,3.0,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
