rain,temp,wdsp,target,stopID_10,stopID_12,stopID_14,stopID_15,stopID_17,stopID_18,stopID_19,stopID_21,stopID_22,stopID_23,stopID_24,stopID_25,stopID_27,stopID_28,stopID_29,stopID_31,stopID_32,stopID_33,stopID_35,stopID_36,stopID_37,stopID_38,stopID_39,stopID_40,stopID_41,stopID_42,stopID_43,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_261,stopID_271,stopID_278,stopID_320,stopID_345,stopID_404,stopID_441,stopID_442,stopID_443,stopID_444,stopID_445,stopID_447,stopID_449,stopID_450,stopID_451,stopID_453,stopID_454,stopID_747,stopID_786,stopID_793,stopID_842,stopID_845,stopID_846,stopID_847,stopID_848,stopID_849,stopID_850,stopID_851,stopID_852,stopID_853,stopID_854,stopID_855,stopID_856,stopID_857,stopID_858,stopID_859,stopID_860,stopID_861,stopID_862,stopID_875,stopID_876,stopID_878,stopID_879,stopID_880,stopID_881,stopID_882,stopID_883,stopID_884,stopID_885,stopID_886,stopID_887,stopID_903,stopID_904,stopID_906,stopID_907,stopID_908,stopID_909,stopID_3014,stopID_3015,stopID_3016,stopID_3017,stopID_3018,stopID_3019,stopID_3020,stopID_3021,stopID_3022,stopID_3023,stopID_3024,stopID_3025,stopID_3026,stopID_3027,stopID_3028,stopID_3029,stopID_3030,stopID_3031,stopID_3181,stopID_4460,stopID_4475,stopID_4680,stopID_4779,stopID_4847,stopID_4848,stopID_5045,stopID_6122,stopID_7057,stopID_7586,stopID_7587,stopID_7602,stopID_7603,stopID_7615,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_449,route_start_stop_6122,route_end_stop_271,route_end_stop_449,route_end_stop_6122,route_end_stop_7615
0.0,19.9,8.0,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
