rain,temp,wdsp,target,stopID_312,stopID_315,stopID_318,stopID_336,stopID_345,stopID_406,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_779,stopID_780,stopID_781,stopID_782,stopID_783,stopID_784,stopID_785,stopID_786,stopID_791,stopID_1444,stopID_1445,stopID_1476,stopID_1478,stopID_1479,stopID_2201,stopID_2213,stopID_2214,stopID_2215,stopID_2216,stopID_2217,stopID_2218,stopID_2219,stopID_2232,stopID_2233,stopID_2234,stopID_2235,stopID_2239,stopID_2241,stopID_2242,stopID_2637,stopID_2721,stopID_2722,stopID_3365,stopID_3366,stopID_3367,stopID_3372,stopID_3373,stopID_3374,stopID_3886,stopID_3888,stopID_3890,stopID_3891,stopID_3949,stopID_3950,stopID_4001,stopID_4401,stopID_4407,stopID_4413,stopID_4599,stopID_4953,stopID_7012,stopID_7187,stopID_7435,stopID_7453,stopID_7585,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_16,hour_17,hour_18,route_start_stop_3890,route_start_stop_4953,route_end_stop_3890,route_end_stop_4953
0.0,15.3,6.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
