rain,temp,wdsp,target,stopID_448,stopID_449,stopID_450,stopID_2833,stopID_3082,stopID_3085,stopID_3165,stopID_3166,stopID_3167,stopID_3168,stopID_3169,stopID_3171,stopID_3173,stopID_3174,stopID_3175,stopID_3176,stopID_3177,stopID_3178,stopID_3179,stopID_3181,stopID_3182,stopID_3183,stopID_3184,stopID_3187,stopID_3188,stopID_3189,stopID_3190,stopID_3191,stopID_3192,stopID_3193,stopID_3194,stopID_3195,stopID_3196,stopID_3198,stopID_3199,stopID_3200,stopID_3201,stopID_3491,stopID_3493,stopID_3494,stopID_3532,stopID_3533,stopID_4349,stopID_4350,stopID_4457,stopID_4984,stopID_5142,stopID_5143,stopID_6006,stopID_6007,stopID_6196,stopID_6197,stopID_6198,stopID_6199,stopID_6200,stopID_6201,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,route_start_stop_3085,route_start_stop_6200,route_end_stop_3085,route_end_stop_6199
0.0,13.6,9.0,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
