rain,temp,wdsp,target,stopID_7,stopID_11,stopID_14,stopID_15,stopID_49,stopID_51,stopID_52,stopID_186,stopID_187,stopID_188,stopID_189,stopID_190,stopID_192,stopID_261,stopID_270,stopID_279,stopID_319,stopID_335,stopID_819,stopID_834,stopID_835,stopID_836,stopID_837,stopID_838,stopID_839,stopID_840,stopID_841,stopID_987,stopID_1280,stopID_1358,stopID_1506,stopID_1507,stopID_1508,stopID_1509,stopID_1510,stopID_1511,stopID_1518,stopID_1519,stopID_1520,stopID_1521,stopID_1523,stopID_1524,stopID_1525,stopID_1526,stopID_1531,stopID_1532,stopID_1533,stopID_1534,stopID_1535,stopID_1536,stopID_1537,stopID_1547,stopID_1548,stopID_1549,stopID_1558,stopID_1559,stopID_1573,stopID_1574,stopID_1575,stopID_1585,stopID_1586,stopID_1587,stopID_1591,stopID_1592,stopID_1593,stopID_1594,stopID_1595,stopID_1596,stopID_1597,stopID_1598,stopID_1599,stopID_1606,stopID_1607,stopID_1608,stopID_1609,stopID_1610,stopID_1935,stopID_1937,stopID_1938,stopID_1939,stopID_1940,stopID_1941,stopID_1942,stopID_1943,stopID_1944,stopID_1945,stopID_1946,stopID_1947,stopID_1989,stopID_1990,stopID_1992,stopID_1993,stopID_1994,stopID_1995,stopID_1996,stopID_1997,stopID_1998,stopID_1999,stopID_2001,stopID_2002,stopID_2118,stopID_2119,stopID_2120,stopID_2121,stopID_2123,stopID_2124,stopID_2125,stopID_2126,stopID_2127,stopID_2128,stopID_2129,stopID_2205,stopID_2206,stopID_2642,stopID_2643,stopID_2644,stopID_2655,stopID_2656,stopID_2668,stopID_2672,stopID_2673,stopID_2674,stopID_2675,stopID_2676,stopID_2678,stopID_2679,stopID_2680,stopID_2681,stopID_2682,stopID_2685,stopID_2686,stopID_2687,stopID_2688,stopID_2689,stopID_2696,stopID_2697,stopID_2709,stopID_2710,stopID_2711,stopID_2712,stopID_2713,stopID_2714,stopID_2715,stopID_2716,stopID_2718,stopID_2719,stopID_2957,stopID_2958,stopID_4363,stopID_4410,stopID_4411,stopID_4521,stopID_4539,stopID_4542,stopID_4546,stopID_4583,stopID_4688,stopID_4689,stopID_4690,stopID_4691,stopID_4715,stopID_4795,stopID_4796,stopID_4797,stopID_4798,stopID_4799,stopID_4937,stopID_4938,stopID_6080,stopID_6348,stopID_7132,stopID_7471,stopID_7473,stopID_7510,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_279,route_start_stop_4795,route_start_stop_7132,route_end_stop_270,route_end_stop_279,route_end_stop_4715,route_end_stop_6348
0.0,11.6,11.0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
