rain,temp,wdsp,target,stopID_661,stopID_1545,stopID_1546,stopID_1816,stopID_1817,stopID_1818,stopID_1819,stopID_1820,stopID_1824,stopID_1825,stopID_1826,stopID_1827,stopID_1828,stopID_1829,stopID_1830,stopID_1831,stopID_1835,stopID_1836,stopID_1837,stopID_2289,stopID_2338,stopID_2468,stopID_2960,stopID_4323,stopID_4747,stopID_4978,stopID_4979,stopID_4980,stopID_4986,stopID_5071,stopID_5072,stopID_6005,stopID_7026,stopID_7072,stopID_7073,stopID_7097,stopID_7098,stopID_7099,stopID_7100,stopID_7101,stopID_7102,stopID_7103,stopID_7104,stopID_7105,stopID_7106,stopID_7107,stopID_7505,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,route_start_stop_1828,route_start_stop_7073,route_end_stop_1827,route_end_stop_7026,route_end_stop_7072
0.0,14.2,6.0,1636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
