rain,temp,wdsp,target,stopID_3045,stopID_3442,stopID_4132,stopID_4134,stopID_4135,stopID_4136,stopID_4148,stopID_4149,stopID_4150,stopID_4151,stopID_4156,stopID_4168,stopID_4170,stopID_4207,stopID_4208,stopID_4209,stopID_4210,stopID_4211,stopID_4212,stopID_4213,stopID_4214,stopID_4215,stopID_4216,stopID_4222,stopID_4224,stopID_4225,stopID_4226,stopID_4227,stopID_4228,stopID_4229,stopID_4230,stopID_4232,stopID_4234,stopID_4235,stopID_4236,stopID_4237,stopID_4238,stopID_4239,stopID_4240,stopID_4241,stopID_4242,stopID_4243,stopID_4244,stopID_4277,stopID_4278,stopID_4279,stopID_4280,stopID_4281,stopID_4282,stopID_4283,stopID_4284,stopID_4289,stopID_4290,stopID_4291,stopID_4292,stopID_4293,stopID_4294,stopID_4295,stopID_4296,stopID_4297,stopID_4299,stopID_4300,stopID_4301,stopID_4302,stopID_4303,stopID_4304,stopID_4650,stopID_4651,stopID_4652,stopID_4653,stopID_4654,stopID_4655,stopID_4656,stopID_4657,stopID_4658,stopID_4659,stopID_4660,stopID_4661,stopID_5135,stopID_5139,stopID_6019,stopID_6138,stopID_7279,stopID_7351,stopID_7461,stopID_7462,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4168,route_start_stop_4657,route_end_stop_4168,route_end_stop_4656
0.0,13.6,7.0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
