rain,temp,wdsp,target,stopID_234,stopID_235,stopID_236,stopID_248,stopID_249,stopID_250,stopID_251,stopID_252,stopID_255,stopID_297,stopID_301,stopID_336,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_675,stopID_1036,stopID_1037,stopID_1038,stopID_1051,stopID_1052,stopID_1053,stopID_1054,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1190,stopID_1191,stopID_1192,stopID_1193,stopID_1194,stopID_1195,stopID_1353,stopID_1354,stopID_2826,stopID_2842,stopID_2843,stopID_2844,stopID_2845,stopID_2846,stopID_2847,stopID_2848,stopID_2849,stopID_2850,stopID_2851,stopID_2852,stopID_2998,stopID_2999,stopID_3000,stopID_3001,stopID_3002,stopID_4336,stopID_4397,stopID_4415,stopID_4528,stopID_4707,stopID_4708,stopID_4709,stopID_6041,stopID_7577,stopID_7578,stopID_7582,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_45,progrnumber_46,progrnumber_47,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_23,route_start_stop_248,route_start_stop_6041,route_end_stop_297,route_end_stop_336
0.0,12.2,7.0,2224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
