rain,temp,wdsp,target,stopID_297,stopID_301,stopID_302,stopID_315,stopID_407,stopID_1406,stopID_1407,stopID_1409,stopID_1424,stopID_1436,stopID_1479,stopID_1500,stopID_1934,stopID_2094,stopID_2095,stopID_2096,stopID_2097,stopID_2099,stopID_2101,stopID_2102,stopID_2105,stopID_2133,stopID_2134,stopID_2135,stopID_2156,stopID_2164,stopID_2165,stopID_2166,stopID_2181,stopID_2182,stopID_2185,stopID_2186,stopID_2187,stopID_2188,stopID_2189,stopID_2190,stopID_2278,stopID_2279,stopID_2310,stopID_2311,stopID_2312,stopID_2313,stopID_2314,stopID_2315,stopID_2379,stopID_2380,stopID_2382,stopID_2383,stopID_2498,stopID_2499,stopID_2500,stopID_2501,stopID_2508,stopID_2726,stopID_2727,stopID_2778,stopID_3418,stopID_3419,stopID_3952,stopID_4434,stopID_4494,stopID_4495,stopID_4522,stopID_4545,stopID_4552,stopID_4554,stopID_4555,stopID_4576,stopID_4606,stopID_4617,stopID_4619,stopID_4762,stopID_4763,stopID_5099,stopID_5140,stopID_6011,stopID_6014,stopID_6140,stopID_6141,stopID_6142,stopID_6143,stopID_6144,stopID_6145,stopID_6146,stopID_6147,stopID_6149,stopID_6150,stopID_6152,stopID_6153,stopID_6154,stopID_6155,stopID_6242,stopID_6243,stopID_6244,stopID_6245,stopID_6251,stopID_7015,stopID_7016,stopID_7043,stopID_7142,stopID_7514,stopID_7622,stopID_7623,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4606,route_start_stop_7514,route_end_stop_297,route_end_stop_2278,route_end_stop_4619
0.0,12.3,4.0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
