rain,temp,wdsp,target,stopID_313,stopID_315,stopID_328,stopID_335,stopID_404,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_767,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_779,stopID_780,stopID_781,stopID_782,stopID_783,stopID_784,stopID_785,stopID_786,stopID_793,stopID_1443,stopID_1444,stopID_1445,stopID_1478,stopID_1479,stopID_1647,stopID_1648,stopID_1649,stopID_1660,stopID_1661,stopID_1662,stopID_1664,stopID_1665,stopID_1666,stopID_1696,stopID_1697,stopID_1698,stopID_1699,stopID_1700,stopID_1701,stopID_1702,stopID_1703,stopID_1713,stopID_1714,stopID_1715,stopID_1805,stopID_1806,stopID_1807,stopID_1808,stopID_1845,stopID_1847,stopID_1850,stopID_1858,stopID_1859,stopID_1860,stopID_1861,stopID_1862,stopID_1863,stopID_1864,stopID_1865,stopID_1866,stopID_1867,stopID_1869,stopID_1870,stopID_1871,stopID_1872,stopID_1873,stopID_1874,stopID_1875,stopID_1876,stopID_1877,stopID_1878,stopID_1879,stopID_1898,stopID_1899,stopID_1905,stopID_1906,stopID_1907,stopID_1908,stopID_1909,stopID_1911,stopID_1913,stopID_1914,stopID_2171,stopID_4464,stopID_4489,stopID_4492,stopID_4747,stopID_6107,stopID_6108,stopID_6109,stopID_6110,stopID_6111,stopID_6112,stopID_6113,stopID_7011,stopID_7017,stopID_7018,stopID_7020,stopID_7021,stopID_7025,stopID_7029,stopID_7030,stopID_7038,stopID_7047,stopID_7048,stopID_7158,stopID_7159,stopID_7160,stopID_7161,stopID_7162,stopID_7166,stopID_7167,stopID_7388,stopID_7389,stopID_7453,stopID_7586,stopID_7587,stopID_7588,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_328,route_start_stop_767,route_start_stop_1858,route_start_stop_7158,route_end_stop_313,route_end_stop_328,route_end_stop_767,route_end_stop_7162
0.0,13.9,4.0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
