rain,temp,wdsp,target,stopID_3565,stopID_3566,stopID_3567,stopID_3569,stopID_3571,stopID_3664,stopID_3677,stopID_3678,stopID_3679,stopID_3689,stopID_3692,stopID_3711,stopID_3712,stopID_3713,stopID_3714,stopID_3715,stopID_3748,stopID_3749,stopID_3750,stopID_3751,stopID_3752,stopID_3755,stopID_3756,stopID_3757,stopID_3758,stopID_3759,stopID_3760,stopID_3761,stopID_3762,stopID_3763,stopID_3764,stopID_3765,stopID_3766,stopID_3767,stopID_3768,stopID_3769,stopID_3770,stopID_3771,stopID_3772,stopID_3773,stopID_3774,stopID_3775,stopID_3777,stopID_3778,stopID_3781,stopID_3782,stopID_3783,stopID_3784,stopID_3785,stopID_3786,stopID_3787,stopID_3788,stopID_3789,stopID_3790,stopID_3791,stopID_3792,stopID_3793,stopID_3794,stopID_3795,stopID_3797,stopID_3798,stopID_3799,stopID_3801,stopID_3802,stopID_3805,stopID_3806,stopID_3807,stopID_3808,stopID_3809,stopID_3811,stopID_3812,stopID_3813,stopID_3814,stopID_3815,stopID_3816,stopID_3818,stopID_3819,stopID_3820,stopID_3822,stopID_3823,stopID_3824,stopID_3825,stopID_3826,stopID_3827,stopID_3828,stopID_3829,stopID_3831,stopID_3832,stopID_3833,stopID_3834,stopID_3835,stopID_3836,stopID_3837,stopID_3838,stopID_3840,stopID_3842,stopID_3843,stopID_3844,stopID_3845,stopID_3846,stopID_3848,stopID_3849,stopID_3850,stopID_3851,stopID_3852,stopID_3853,stopID_3854,stopID_3855,stopID_3856,stopID_3857,stopID_3858,stopID_3859,stopID_3860,stopID_3861,stopID_3862,stopID_3863,stopID_5064,stopID_5175,stopID_6048,stopID_6076,stopID_6077,stopID_7172,stopID_7173,stopID_7174,stopID_7175,stopID_7292,stopID_7592,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_23,route_start_stop_3677,route_start_stop_6048,route_start_stop_7592,route_end_stop_3692,route_end_stop_3802,route_end_stop_7174,route_end_stop_7592
0.0,18.7,9.0,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
