rain,temp,wdsp,target,stopID_2995,stopID_3045,stopID_3079,stopID_3080,stopID_3081,stopID_3082,stopID_3114,stopID_3115,stopID_3116,stopID_3117,stopID_3118,stopID_3119,stopID_3120,stopID_3122,stopID_3123,stopID_3124,stopID_3125,stopID_3126,stopID_3127,stopID_3128,stopID_3129,stopID_3130,stopID_3131,stopID_3132,stopID_3133,stopID_3134,stopID_3135,stopID_3136,stopID_3138,stopID_3139,stopID_3140,stopID_3141,stopID_3142,stopID_3143,stopID_3144,stopID_3146,stopID_3147,stopID_3148,stopID_3149,stopID_3150,stopID_3151,stopID_3152,stopID_3153,stopID_3154,stopID_3155,stopID_3156,stopID_3158,stopID_3159,stopID_3160,stopID_3161,stopID_3162,stopID_3163,stopID_3164,stopID_4124,stopID_4125,stopID_4126,stopID_4127,stopID_4128,stopID_4129,stopID_4130,stopID_4131,stopID_4132,stopID_4134,stopID_4135,stopID_4136,stopID_4148,stopID_4149,stopID_4150,stopID_4151,stopID_4153,stopID_4154,stopID_4156,stopID_4168,stopID_4170,stopID_4201,stopID_4202,stopID_4203,stopID_4204,stopID_4205,stopID_4206,stopID_4207,stopID_4208,stopID_4209,stopID_4210,stopID_4211,stopID_4212,stopID_4213,stopID_4214,stopID_4215,stopID_4216,stopID_4217,stopID_4218,stopID_4219,stopID_4220,stopID_4221,stopID_4222,stopID_4224,stopID_4225,stopID_4226,stopID_4227,stopID_4228,stopID_4229,stopID_4230,stopID_4231,stopID_4246,stopID_4248,stopID_4249,stopID_4250,stopID_4251,stopID_4252,stopID_4253,stopID_4254,stopID_4256,stopID_4257,stopID_4258,stopID_4259,stopID_4260,stopID_4261,stopID_4262,stopID_4263,stopID_4264,stopID_4265,stopID_4266,stopID_4267,stopID_4268,stopID_4269,stopID_4270,stopID_4271,stopID_4273,stopID_4274,stopID_4275,stopID_4276,stopID_4277,stopID_4278,stopID_4279,stopID_4280,stopID_4281,stopID_4282,stopID_4283,stopID_4284,stopID_4285,stopID_4286,stopID_4287,stopID_4288,stopID_4295,stopID_4296,stopID_4297,stopID_4299,stopID_4300,stopID_4301,stopID_4302,stopID_4303,stopID_4304,stopID_4305,stopID_4306,stopID_4307,stopID_4308,stopID_4309,stopID_4416,stopID_4956,stopID_5046,stopID_5047,stopID_5135,stopID_5136,stopID_5139,stopID_6137,stopID_7188,stopID_7271,stopID_7272,stopID_7294,stopID_7296,stopID_7352,stopID_7660,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,progrnumber_87,progrnumber_88,progrnumber_89,progrnumber_90,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4168,route_start_stop_4260,route_start_stop_7188,route_end_stop_4168,route_end_stop_4956,route_end_stop_7188
0.0,12.8,4.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
