rain,temp,wdsp,target,stopID_272,stopID_274,stopID_335,stopID_499,stopID_500,stopID_501,stopID_509,stopID_510,stopID_511,stopID_513,stopID_1278,stopID_1359,stopID_1369,stopID_1370,stopID_1371,stopID_1377,stopID_1378,stopID_1419,stopID_1423,stopID_1424,stopID_1425,stopID_1426,stopID_1453,stopID_1454,stopID_1455,stopID_1456,stopID_1457,stopID_1458,stopID_1459,stopID_1460,stopID_1462,stopID_1463,stopID_1464,stopID_1465,stopID_1466,stopID_1467,stopID_1468,stopID_1469,stopID_1481,stopID_1482,stopID_1484,stopID_1485,stopID_1486,stopID_1487,stopID_1488,stopID_1489,stopID_1490,stopID_1491,stopID_1492,stopID_1493,stopID_1494,stopID_1495,stopID_1496,stopID_1499,stopID_1505,stopID_1515,stopID_1934,stopID_1935,stopID_1937,stopID_1938,stopID_1939,stopID_1940,stopID_1941,stopID_1995,stopID_1996,stopID_1997,stopID_1998,stopID_1999,stopID_2001,stopID_2002,stopID_2102,stopID_2103,stopID_2183,stopID_2184,stopID_2185,stopID_4399,stopID_4400,stopID_4508,stopID_4509,stopID_4513,stopID_4514,stopID_4515,stopID_4516,stopID_4518,stopID_5149,stopID_6056,stopID_6057,stopID_6094,stopID_7153,stopID_7154,stopID_7320,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1491,route_start_stop_6057,route_end_stop_272,route_end_stop_274,route_end_stop_1490,route_end_stop_6056
0.0,13.6,9.0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
