rain,temp,wdsp,target,stopID_312,stopID_315,stopID_400,stopID_406,stopID_493,stopID_494,stopID_495,stopID_748,stopID_1444,stopID_1445,stopID_1476,stopID_1478,stopID_1479,stopID_2201,stopID_2213,stopID_2214,stopID_2215,stopID_2216,stopID_2225,stopID_2227,stopID_2236,stopID_2238,stopID_2239,stopID_2241,stopID_2242,stopID_2637,stopID_2721,stopID_2722,stopID_4401,stopID_4407,stopID_4413,stopID_4530,stopID_4599,stopID_4616,stopID_4620,stopID_5056,stopID_6289,stopID_6290,stopID_7012,stopID_7049,stopID_7117,stopID_7118,stopID_7119,stopID_7120,stopID_7127,stopID_7128,stopID_7143,stopID_7168,stopID_7184,stopID_7231,stopID_7239,stopID_7390,stopID_7391,stopID_7392,stopID_7435,stopID_7453,stopID_7563,stopID_7588,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_16,hour_17,hour_18,route_start_stop_6290,route_start_stop_7391,route_end_stop_6289,route_end_stop_7390
0.0,12.3,10.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
