rain,temp,wdsp,target,stopID_1844,stopID_1882,stopID_1883,stopID_1884,stopID_1887,stopID_1888,stopID_1889,stopID_1890,stopID_1895,stopID_1896,stopID_1897,stopID_1912,stopID_2223,stopID_2224,stopID_2225,stopID_2226,stopID_2227,stopID_2228,stopID_2229,stopID_2678,stopID_2681,stopID_2682,stopID_3368,stopID_3370,stopID_4327,stopID_4362,stopID_4410,stopID_4411,stopID_4493,stopID_4603,stopID_4604,stopID_4611,stopID_4612,stopID_4613,stopID_4616,stopID_4620,stopID_4626,stopID_4627,stopID_4630,stopID_4631,stopID_4688,stopID_4689,stopID_4690,stopID_4691,stopID_4715,stopID_4795,stopID_4820,stopID_4826,stopID_4903,stopID_5138,stopID_6073,stopID_6126,stopID_6127,stopID_6133,stopID_6134,stopID_7026,stopID_7155,stopID_7168,stopID_7379,stopID_7563,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4795,route_start_stop_7026,route_end_stop_4795,route_end_stop_7026
0.0,14.7,9.0,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
