rain,temp,wdsp,target,stopID_92,stopID_93,stopID_94,stopID_112,stopID_113,stopID_114,stopID_126,stopID_322,stopID_905,stopID_943,stopID_1073,stopID_1646,stopID_3583,stopID_3584,stopID_3585,stopID_3594,stopID_3595,stopID_3596,stopID_3597,stopID_3598,stopID_3599,stopID_3600,stopID_3601,stopID_3602,stopID_3604,stopID_3607,stopID_3613,stopID_3615,stopID_3625,stopID_3626,stopID_3627,stopID_3628,stopID_3629,stopID_3630,stopID_3631,stopID_3632,stopID_3633,stopID_3634,stopID_3635,stopID_3636,stopID_3641,stopID_3642,stopID_3643,stopID_3653,stopID_3656,stopID_4331,stopID_4339,stopID_4465,stopID_6010,stopID_6051,stopID_6052,stopID_6053,stopID_6055,stopID_6182,stopID_6310,stopID_6311,stopID_6312,stopID_7194,stopID_7195,stopID_7197,stopID_7327,stopID_7571,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_17,route_start_stop_943,route_start_stop_7571,route_end_stop_4465,route_end_stop_7571
0.0,12.7,14.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
