rain,temp,wdsp,target,stopID_661,stopID_1545,stopID_1816,stopID_1838,stopID_2338,stopID_2960,stopID_4321,stopID_4742,stopID_4743,stopID_4744,stopID_4745,stopID_4747,stopID_4974,stopID_4976,stopID_4978,stopID_4979,stopID_4986,stopID_4989,stopID_4990,stopID_4991,stopID_4992,stopID_5071,stopID_5072,stopID_6171,stopID_6274,stopID_7026,stopID_7102,stopID_7103,stopID_7104,stopID_7105,stopID_7106,stopID_7107,stopID_7124,stopID_7125,stopID_7126,stopID_7334,stopID_7342,stopID_7343,stopID_7344,stopID_7381,stopID_7570,stopID_7575,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_16,hour_17,hour_18,route_start_stop_4745,route_start_stop_4747,route_end_stop_4745,route_end_stop_7026
0.0,12.3,10.0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
