rain,temp,wdsp,target,stopID_1278,stopID_1282,stopID_1284,stopID_1285,stopID_1286,stopID_1288,stopID_1289,stopID_1360,stopID_1362,stopID_1363,stopID_1365,stopID_1366,stopID_1367,stopID_1369,stopID_1370,stopID_1371,stopID_1372,stopID_1373,stopID_1374,stopID_1471,stopID_1472,stopID_1473,stopID_1946,stopID_1947,stopID_1948,stopID_1949,stopID_1950,stopID_1951,stopID_1952,stopID_1953,stopID_1954,stopID_1955,stopID_1956,stopID_1957,stopID_1958,stopID_1959,stopID_1960,stopID_1968,stopID_1969,stopID_1970,stopID_1971,stopID_1972,stopID_1973,stopID_1974,stopID_1975,stopID_1977,stopID_1978,stopID_1980,stopID_1981,stopID_1982,stopID_1984,stopID_1985,stopID_1986,stopID_1987,stopID_1988,stopID_1989,stopID_1990,stopID_1992,stopID_2114,stopID_2115,stopID_2133,stopID_2134,stopID_2156,stopID_2158,stopID_2159,stopID_2165,stopID_2166,stopID_2167,stopID_3378,stopID_3379,stopID_3383,stopID_3384,stopID_3385,stopID_3386,stopID_3387,stopID_3389,stopID_3390,stopID_3392,stopID_3393,stopID_3394,stopID_3396,stopID_3397,stopID_3398,stopID_3399,stopID_3400,stopID_3401,stopID_3402,stopID_3403,stopID_3404,stopID_3405,stopID_3406,stopID_3407,stopID_3408,stopID_3409,stopID_3410,stopID_3411,stopID_3412,stopID_3413,stopID_3414,stopID_3415,stopID_3416,stopID_3417,stopID_3418,stopID_3419,stopID_3420,stopID_3421,stopID_3422,stopID_3423,stopID_4379,stopID_4406,stopID_4408,stopID_4409,stopID_4456,stopID_4495,stopID_4558,stopID_4559,stopID_4669,stopID_6011,stopID_6014,stopID_6119,stopID_6184,stopID_6187,stopID_6188,stopID_6215,stopID_6244,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_23,route_start_stop_3400,route_start_stop_4495,route_end_stop_1473,route_end_stop_3399,route_end_stop_6184
0.0,12.1,7.0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
