rain,temp,wdsp,target,stopID_1278,stopID_1282,stopID_1284,stopID_1285,stopID_1286,stopID_1288,stopID_1289,stopID_1360,stopID_1362,stopID_1363,stopID_1365,stopID_1366,stopID_1367,stopID_1369,stopID_1370,stopID_1371,stopID_1372,stopID_1373,stopID_1374,stopID_1375,stopID_4456,stopID_4495,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_15,hour_16,hour_17,hour_18,route_start_stop_4495,route_end_stop_1375
0.1,12.0,8.0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
