rain,temp,wdsp,target,stopID_3328,stopID_3329,stopID_3330,stopID_3331,stopID_3332,stopID_3333,stopID_3334,stopID_3335,stopID_3336,stopID_3337,stopID_3338,stopID_3339,stopID_3340,stopID_3351,stopID_3352,stopID_4323,stopID_4324,stopID_4325,stopID_4326,stopID_4765,stopID_4766,stopID_4767,stopID_4768,stopID_4769,stopID_4770,stopID_7026,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_3333,route_start_stop_7026,route_end_stop_3333,route_end_stop_7026
0.0,18.6,9.0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
