rain,temp,wdsp,target,stopID_340,stopID_353,stopID_354,stopID_395,stopID_396,stopID_397,stopID_398,stopID_399,stopID_400,stopID_407,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1078,stopID_1079,stopID_1080,stopID_1081,stopID_1135,stopID_1137,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1283,stopID_1285,stopID_1300,stopID_1301,stopID_1302,stopID_1303,stopID_1331,stopID_1332,stopID_1333,stopID_1334,stopID_1353,stopID_1354,stopID_2498,stopID_2499,stopID_2914,stopID_2915,stopID_2916,stopID_2917,stopID_2918,stopID_2924,stopID_2925,stopID_2941,stopID_2942,stopID_2985,stopID_2986,stopID_2988,stopID_3001,stopID_3002,stopID_4528,stopID_5129,stopID_5130,stopID_5131,stopID_5132,stopID_6277,stopID_6278,stopID_6279,stopID_6280,stopID_6285,stopID_6286,stopID_6287,stopID_6288,stopID_6298,stopID_6324,stopID_6325,stopID_6336,stopID_6339,stopID_6341,stopID_6342,stopID_7063,stopID_7064,stopID_7065,stopID_7066,stopID_7069,stopID_7070,stopID_7216,stopID_7442,stopID_7443,stopID_7444,stopID_7445,stopID_7446,stopID_7558,stopID_7577,stopID_7578,stopID_7579,stopID_7581,stopID_7582,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_395,route_start_stop_6285,route_end_stop_354,route_end_stop_6280
0.0,13.9,4.0,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
