rain,temp,wdsp,target,stopID_340,stopID_350,stopID_351,stopID_352,stopID_353,stopID_354,stopID_395,stopID_396,stopID_397,stopID_398,stopID_399,stopID_400,stopID_1358,stopID_1406,stopID_1407,stopID_1409,stopID_1424,stopID_1436,stopID_1934,stopID_2003,stopID_2094,stopID_2095,stopID_2096,stopID_2097,stopID_2099,stopID_2101,stopID_2102,stopID_2105,stopID_2181,stopID_2182,stopID_2185,stopID_2186,stopID_2187,stopID_2188,stopID_2189,stopID_2190,stopID_2310,stopID_2311,stopID_2312,stopID_2313,stopID_2314,stopID_2315,stopID_2349,stopID_2351,stopID_2359,stopID_2360,stopID_2379,stopID_2380,stopID_2382,stopID_2383,stopID_2621,stopID_2622,stopID_2631,stopID_2725,stopID_2726,stopID_2727,stopID_2728,stopID_2729,stopID_2730,stopID_2733,stopID_2734,stopID_2735,stopID_2736,stopID_2737,stopID_2738,stopID_2739,stopID_2740,stopID_2741,stopID_2742,stopID_2743,stopID_2745,stopID_2746,stopID_2747,stopID_2748,stopID_2750,stopID_2751,stopID_2752,stopID_2753,stopID_2754,stopID_2755,stopID_2756,stopID_2764,stopID_2765,stopID_2766,stopID_2767,stopID_2768,stopID_2769,stopID_2770,stopID_2771,stopID_2772,stopID_2773,stopID_2774,stopID_2775,stopID_2777,stopID_2778,stopID_3952,stopID_4340,stopID_4344,stopID_4434,stopID_4522,stopID_5099,stopID_5169,stopID_6075,stopID_6083,stopID_7043,stopID_7062,stopID_7177,stopID_7178,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_395,route_start_stop_4344,route_end_stop_354,route_end_stop_4340
0.0,10.4,3.0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
