rain,temp,wdsp,target,stopID_7,stopID_11,stopID_14,stopID_15,stopID_49,stopID_51,stopID_52,stopID_186,stopID_834,stopID_835,stopID_836,stopID_837,stopID_838,stopID_839,stopID_840,stopID_841,stopID_980,stopID_981,stopID_983,stopID_984,stopID_985,stopID_1506,stopID_1507,stopID_1508,stopID_1509,stopID_1510,stopID_1511,stopID_1512,stopID_1514,stopID_1529,stopID_1531,stopID_1532,stopID_1533,stopID_1534,stopID_1535,stopID_1536,stopID_1537,stopID_1538,stopID_1576,stopID_1577,stopID_1578,stopID_1579,stopID_1580,stopID_1581,stopID_1582,stopID_1584,stopID_2510,stopID_4321,stopID_4364,stopID_4542,stopID_4548,stopID_4725,stopID_4793,stopID_4978,stopID_4979,stopID_4986,stopID_5071,stopID_5072,stopID_6004,stopID_6005,stopID_6068,stopID_6071,stopID_7072,stopID_7073,stopID_7097,stopID_7098,stopID_7099,stopID_7100,stopID_7101,stopID_7102,stopID_7103,stopID_7104,stopID_7105,stopID_7106,stopID_7107,stopID_7124,stopID_7125,stopID_7126,stopID_7224,stopID_7237,stopID_7238,stopID_7241,stopID_7242,stopID_7243,stopID_7247,stopID_7318,stopID_7342,stopID_7343,stopID_7344,stopID_7505,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_6004,route_start_stop_7073,route_end_stop_6071,route_end_stop_7072
0.0,19.4,14.0,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
