rain,temp,wdsp,target,stopID_342,stopID_946,stopID_1121,stopID_1122,stopID_1123,stopID_1124,stopID_1125,stopID_1127,stopID_1130,stopID_1140,stopID_1155,stopID_1157,stopID_1158,stopID_1159,stopID_1160,stopID_1161,stopID_1162,stopID_1163,stopID_1290,stopID_1291,stopID_1292,stopID_1293,stopID_1294,stopID_1295,stopID_1296,stopID_1297,stopID_1298,stopID_1337,stopID_1338,stopID_1339,stopID_1340,stopID_1341,stopID_1342,stopID_1343,stopID_1344,stopID_1345,stopID_1347,stopID_1358,stopID_1934,stopID_2002,stopID_2353,stopID_2359,stopID_2383,stopID_2385,stopID_2386,stopID_2387,stopID_2388,stopID_2515,stopID_2516,stopID_2517,stopID_2518,stopID_2522,stopID_2523,stopID_2524,stopID_2532,stopID_2539,stopID_2540,stopID_2542,stopID_2547,stopID_2548,stopID_2628,stopID_2629,stopID_2631,stopID_2634,stopID_2635,stopID_2636,stopID_3003,stopID_3004,stopID_3005,stopID_4342,stopID_4347,stopID_4348,stopID_4440,stopID_4521,stopID_4643,stopID_4644,stopID_4645,stopID_4749,stopID_4750,stopID_4751,stopID_4754,stopID_4755,stopID_4756,stopID_4757,stopID_4758,stopID_4759,stopID_4760,stopID_4877,stopID_4878,stopID_4880,stopID_5097,stopID_5192,stopID_6075,stopID_6095,stopID_6343,stopID_7062,stopID_7121,stopID_7122,stopID_7123,stopID_7180,stopID_7181,stopID_7183,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_342,route_start_stop_2353,route_start_stop_4342,route_end_stop_342,route_end_stop_7181
0.0,14.5,4.0,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
