rain,temp,wdsp,target,stopID_299,stopID_301,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_946,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1078,stopID_1079,stopID_1080,stopID_1081,stopID_1082,stopID_1083,stopID_1085,stopID_1121,stopID_1122,stopID_1123,stopID_1124,stopID_1125,stopID_1127,stopID_1130,stopID_1140,stopID_1141,stopID_1142,stopID_1143,stopID_1144,stopID_1145,stopID_1150,stopID_1151,stopID_1152,stopID_1153,stopID_1154,stopID_1155,stopID_1157,stopID_1158,stopID_1159,stopID_1160,stopID_1161,stopID_1162,stopID_1163,stopID_1164,stopID_1165,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1196,stopID_1197,stopID_1198,stopID_1199,stopID_1200,stopID_1201,stopID_1202,stopID_1203,stopID_1218,stopID_1219,stopID_1220,stopID_1221,stopID_1270,stopID_1272,stopID_1273,stopID_1274,stopID_1275,stopID_1276,stopID_1277,stopID_1283,stopID_1285,stopID_1353,stopID_1354,stopID_3007,stopID_4382,stopID_4384,stopID_4385,stopID_4415,stopID_4494,stopID_4495,stopID_4528,stopID_4563,stopID_4593,stopID_4594,stopID_4595,stopID_4596,stopID_4869,stopID_4870,stopID_4886,stopID_4887,stopID_5190,stopID_6079,stopID_6115,stopID_6282,stopID_6283,stopID_6315,stopID_6316,stopID_6317,stopID_6318,stopID_6319,stopID_6320,stopID_6326,stopID_6335,stopID_7236,stopID_7245,stopID_7246,stopID_7516,stopID_7577,stopID_7578,stopID_7579,stopID_7581,stopID_7582,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_6282,route_start_stop_6318,route_end_stop_299,route_end_stop_5190,route_end_stop_6282,route_end_stop_6317
0.0,13.8,9.0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
