rain,temp,wdsp,target,stopID_3,stopID_30,stopID_56,stopID_58,stopID_68,stopID_69,stopID_71,stopID_72,stopID_75,stopID_79,stopID_80,stopID_82,stopID_192,stopID_263,stopID_273,stopID_276,stopID_279,stopID_284,stopID_400,stopID_405,stopID_408,stopID_409,stopID_410,stopID_411,stopID_412,stopID_413,stopID_414,stopID_415,stopID_485,stopID_487,stopID_488,stopID_489,stopID_490,stopID_491,stopID_492,stopID_493,stopID_494,stopID_495,stopID_795,stopID_796,stopID_817,stopID_818,stopID_819,stopID_822,stopID_823,stopID_824,stopID_825,stopID_826,stopID_827,stopID_828,stopID_829,stopID_830,stopID_831,stopID_4481,stopID_4485,stopID_4499,stopID_4500,stopID_4501,stopID_4502,stopID_4504,stopID_4538,stopID_4725,stopID_4934,stopID_4935,stopID_4936,stopID_5144,stopID_5145,stopID_5147,stopID_6004,stopID_6071,stopID_7027,stopID_7028,stopID_7396,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_284,route_start_stop_485,route_start_stop_6004,route_end_stop_276,route_end_stop_415,route_end_stop_6071
0.0,17.0,6.0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
