rain,temp,wdsp,target,stopID_2031,stopID_2032,stopID_2033,stopID_2034,stopID_2035,stopID_2036,stopID_2037,stopID_2039,stopID_2042,stopID_2043,stopID_2044,stopID_2045,stopID_2046,stopID_3046,stopID_3047,stopID_3048,stopID_3049,stopID_3050,stopID_3051,stopID_3052,stopID_3053,stopID_3054,stopID_3055,stopID_3056,stopID_3057,stopID_3058,stopID_3059,stopID_3060,stopID_3061,stopID_3062,stopID_3063,stopID_3064,stopID_3065,stopID_3066,stopID_3067,stopID_3068,stopID_3069,stopID_3070,stopID_3134,stopID_3143,stopID_3144,stopID_3205,stopID_3206,stopID_3207,stopID_3208,stopID_3209,stopID_3210,stopID_3211,stopID_3212,stopID_3213,stopID_3214,stopID_3215,stopID_3216,stopID_3217,stopID_3218,stopID_3219,stopID_3220,stopID_3221,stopID_3222,stopID_3223,stopID_3224,stopID_3225,stopID_3226,stopID_3227,stopID_3228,stopID_3229,stopID_3230,stopID_3232,stopID_3233,stopID_3234,stopID_3235,stopID_3236,stopID_3237,stopID_4462,stopID_4981,stopID_4983,stopID_5046,stopID_5047,stopID_6082,stopID_6103,stopID_7472,stopID_7553,stopID_7554,stopID_7639,stopID_7640,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_3057,route_start_stop_7639,route_end_stop_3057,route_end_stop_4983,route_end_stop_7639
0.0,14.5,11.0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
