rain,temp,wdsp,target,stopID_3,stopID_12,stopID_14,stopID_16,stopID_51,stopID_52,stopID_53,stopID_54,stopID_55,stopID_56,stopID_58,stopID_59,stopID_60,stopID_63,stopID_64,stopID_65,stopID_66,stopID_73,stopID_74,stopID_77,stopID_78,stopID_79,stopID_80,stopID_82,stopID_83,stopID_84,stopID_263,stopID_271,stopID_279,stopID_820,stopID_821,stopID_832,stopID_833,stopID_1278,stopID_1282,stopID_1284,stopID_1285,stopID_1286,stopID_1288,stopID_1289,stopID_1348,stopID_1349,stopID_1350,stopID_1352,stopID_1353,stopID_1355,stopID_1357,stopID_1359,stopID_1360,stopID_1362,stopID_1363,stopID_1365,stopID_1366,stopID_1367,stopID_1380,stopID_1381,stopID_1382,stopID_1383,stopID_1384,stopID_1385,stopID_1410,stopID_1411,stopID_1412,stopID_1413,stopID_1414,stopID_1415,stopID_1417,stopID_1418,stopID_1419,stopID_1423,stopID_1424,stopID_1425,stopID_1426,stopID_1427,stopID_1428,stopID_1429,stopID_1430,stopID_1432,stopID_1433,stopID_1434,stopID_1435,stopID_1660,stopID_1661,stopID_1700,stopID_1701,stopID_1702,stopID_4322,stopID_4371,stopID_4456,stopID_4498,stopID_4523,stopID_4524,stopID_4525,stopID_4526,stopID_5149,stopID_6094,stopID_7438,stopID_7439,stopID_7454,stopID_7455,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1423,route_start_stop_4525,route_end_stop_263,route_end_stop_279,route_end_stop_4322,route_end_stop_6094
0.0,18.7,9.0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
