rain,temp,wdsp,target,stopID_114,stopID_218,stopID_219,stopID_220,stopID_221,stopID_222,stopID_223,stopID_224,stopID_225,stopID_226,stopID_227,stopID_228,stopID_229,stopID_230,stopID_231,stopID_232,stopID_233,stopID_242,stopID_243,stopID_244,stopID_245,stopID_250,stopID_251,stopID_253,stopID_255,stopID_530,stopID_608,stopID_674,stopID_1196,stopID_1197,stopID_1220,stopID_1221,stopID_1605,stopID_1644,stopID_1646,stopID_1650,stopID_1651,stopID_1652,stopID_1730,stopID_1731,stopID_1732,stopID_1733,stopID_1744,stopID_1745,stopID_1746,stopID_1747,stopID_1748,stopID_1749,stopID_1764,stopID_1765,stopID_1766,stopID_1767,stopID_1773,stopID_1774,stopID_4389,stopID_4390,stopID_4473,stopID_4474,stopID_4597,stopID_4784,stopID_4785,stopID_4790,stopID_4791,stopID_4792,stopID_5141,stopID_7129,stopID_7571,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,route_start_stop_1730,route_start_stop_7571,route_end_stop_1749,route_end_stop_7571
0.0,16.6,5.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
