rain,temp,wdsp,target,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1078,stopID_1079,stopID_1080,stopID_1081,stopID_1082,stopID_1083,stopID_1085,stopID_1121,stopID_1122,stopID_1123,stopID_1124,stopID_1125,stopID_1127,stopID_1130,stopID_1155,stopID_1157,stopID_1158,stopID_1159,stopID_1160,stopID_1161,stopID_1162,stopID_1163,stopID_1164,stopID_1165,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1283,stopID_1284,stopID_1285,stopID_1352,stopID_1353,stopID_1355,stopID_1357,stopID_1358,stopID_2346,stopID_2349,stopID_2351,stopID_2352,stopID_2357,stopID_2358,stopID_2359,stopID_2360,stopID_2550,stopID_2551,stopID_2553,stopID_2554,stopID_2555,stopID_2556,stopID_2557,stopID_2573,stopID_2574,stopID_2576,stopID_2577,stopID_2578,stopID_2579,stopID_2583,stopID_2584,stopID_2585,stopID_2586,stopID_2587,stopID_2588,stopID_2589,stopID_2590,stopID_2591,stopID_2592,stopID_2594,stopID_2595,stopID_2596,stopID_2597,stopID_2599,stopID_2600,stopID_4004,stopID_4005,stopID_4006,stopID_4007,stopID_4008,stopID_4009,stopID_4010,stopID_4011,stopID_4012,stopID_4013,stopID_4014,stopID_4015,stopID_4017,stopID_4018,stopID_4019,stopID_4020,stopID_4021,stopID_4022,stopID_4023,stopID_4024,stopID_4027,stopID_4051,stopID_4052,stopID_4054,stopID_4055,stopID_4056,stopID_4057,stopID_4058,stopID_4059,stopID_4060,stopID_4061,stopID_4062,stopID_4063,stopID_4064,stopID_4065,stopID_4066,stopID_4067,stopID_4068,stopID_4069,stopID_4070,stopID_4071,stopID_4072,stopID_4073,stopID_4098,stopID_4100,stopID_4101,stopID_4102,stopID_4133,stopID_4347,stopID_4348,stopID_4435,stopID_4436,stopID_4445,stopID_4456,stopID_4521,stopID_4528,stopID_4640,stopID_4646,stopID_4647,stopID_5008,stopID_5110,stopID_5111,stopID_6124,stopID_7207,stopID_7208,stopID_7248,stopID_7249,stopID_7250,stopID_7251,stopID_7252,stopID_7253,stopID_7254,stopID_7255,stopID_7256,stopID_7257,stopID_7258,stopID_7259,stopID_7260,stopID_7261,stopID_7262,stopID_7263,stopID_7264,stopID_7265,stopID_7266,stopID_7268,stopID_7270,stopID_7278,stopID_7280,stopID_7281,stopID_7282,stopID_7283,stopID_7284,stopID_7286,stopID_7287,stopID_7288,stopID_7289,stopID_7395,stopID_7564,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,progrnumber_87,progrnumber_88,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_5111,route_start_stop_7270,route_start_stop_7289,route_start_stop_7564,route_end_stop_4027,route_end_stop_7270,route_end_stop_7289,route_end_stop_7564
0.0,18.0,9.0,1376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
