rain,temp,wdsp,target,stopID_7,stopID_186,stopID_187,stopID_188,stopID_189,stopID_190,stopID_191,stopID_194,stopID_195,stopID_196,stopID_197,stopID_198,stopID_199,stopID_264,stopID_274,stopID_319,stopID_334,stopID_819,stopID_893,stopID_894,stopID_895,stopID_896,stopID_897,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1021,stopID_1022,stopID_1023,stopID_1024,stopID_1067,stopID_1068,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1280,stopID_1283,stopID_1285,stopID_1353,stopID_1354,stopID_1506,stopID_1507,stopID_1508,stopID_1509,stopID_1510,stopID_1511,stopID_1512,stopID_1531,stopID_1532,stopID_1533,stopID_1534,stopID_1535,stopID_1536,stopID_1537,stopID_1538,stopID_1558,stopID_1560,stopID_4528,stopID_4542,stopID_4543,stopID_4985,stopID_6042,stopID_6059,stopID_6219,stopID_6228,stopID_6229,stopID_6230,stopID_6276,stopID_6361,stopID_6362,stopID_6363,stopID_6364,stopID_6365,stopID_6366,stopID_6367,stopID_7111,stopID_7149,stopID_7276,stopID_7277,stopID_7491,stopID_7577,stopID_7578,stopID_7579,stopID_7581,stopID_7582,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_896,route_start_stop_7149,route_end_stop_895,route_end_stop_6059,route_end_stop_7149,route_end_stop_7491
0.0,18.5,13.0,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
