rain,temp,wdsp,target,stopID_2825,stopID_2826,stopID_2827,stopID_2828,stopID_2829,stopID_2830,stopID_2831,stopID_2832,stopID_2833,stopID_2836,stopID_2837,stopID_2838,stopID_2839,stopID_2840,stopID_2841,stopID_2865,stopID_2866,stopID_3491,stopID_3493,stopID_3494,stopID_3495,stopID_3496,stopID_3497,stopID_3498,stopID_3499,stopID_3500,stopID_3501,stopID_3502,stopID_3503,stopID_3504,stopID_3505,stopID_3506,stopID_3507,stopID_3508,stopID_3510,stopID_3512,stopID_3514,stopID_3515,stopID_3516,stopID_3517,stopID_3518,stopID_3519,stopID_3521,stopID_3523,stopID_3524,stopID_3525,stopID_3527,stopID_3528,stopID_3529,stopID_3532,stopID_3533,stopID_6006,stopID_6007,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_6,hour_7,hour_8,hour_9,hour_10,hour_15,hour_16,hour_17,hour_18,route_start_stop_2825,route_start_stop_3514,route_end_stop_2825,route_end_stop_3514
0.3,14.1,11.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
