rain,temp,wdsp,target,stopID_2022,stopID_2023,stopID_2024,stopID_2025,stopID_2026,stopID_2027,stopID_2028,stopID_2029,stopID_2030,stopID_2031,stopID_2032,stopID_2033,stopID_2034,stopID_2035,stopID_2036,stopID_2039,stopID_2040,stopID_2041,stopID_2042,stopID_2043,stopID_2044,stopID_2045,stopID_2046,stopID_2047,stopID_2048,stopID_2049,stopID_2050,stopID_2051,stopID_2053,stopID_2054,stopID_2055,stopID_2056,stopID_2995,stopID_3120,stopID_3122,stopID_3123,stopID_3124,stopID_3125,stopID_3126,stopID_3129,stopID_3152,stopID_3153,stopID_3154,stopID_3155,stopID_3156,stopID_3249,stopID_3254,stopID_3255,stopID_3256,stopID_3260,stopID_3261,stopID_3262,stopID_3265,stopID_3266,stopID_3267,stopID_3268,stopID_3269,stopID_3270,stopID_3271,stopID_3272,stopID_3273,stopID_3274,stopID_3275,stopID_3276,stopID_3277,stopID_3278,stopID_3279,stopID_3280,stopID_3282,stopID_3283,stopID_3284,stopID_3285,stopID_3289,stopID_3290,stopID_3291,stopID_3292,stopID_3293,stopID_3294,stopID_3295,stopID_3296,stopID_3297,stopID_3298,stopID_3306,stopID_3307,stopID_3309,stopID_3312,stopID_3346,stopID_3478,stopID_4313,stopID_4393,stopID_4395,stopID_4396,stopID_4771,stopID_4772,stopID_4773,stopID_5106,stopID_5127,stopID_5128,stopID_5168,stopID_7324,stopID_7360,stopID_7362,stopID_7372,stopID_7373,stopID_7634,stopID_7635,stopID_7636,stopID_7637,stopID_7651,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_2024,route_start_stop_2039,route_start_stop_3283,route_end_stop_2039,route_end_stop_3283
0.0,13.9,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
