rain,temp,wdsp,target,stopID_444,stopID_445,stopID_447,stopID_449,stopID_450,stopID_453,stopID_946,stopID_1131,stopID_1132,stopID_1133,stopID_1134,stopID_1138,stopID_1139,stopID_1140,stopID_1281,stopID_1305,stopID_1306,stopID_1307,stopID_1308,stopID_1309,stopID_1317,stopID_1318,stopID_1319,stopID_1329,stopID_1330,stopID_2013,stopID_2014,stopID_2015,stopID_2016,stopID_2017,stopID_2018,stopID_2019,stopID_2020,stopID_2021,stopID_2022,stopID_2031,stopID_2032,stopID_2033,stopID_2034,stopID_2035,stopID_2036,stopID_2038,stopID_2039,stopID_2040,stopID_2041,stopID_2042,stopID_2043,stopID_2044,stopID_2045,stopID_2046,stopID_2056,stopID_2057,stopID_2058,stopID_2059,stopID_2060,stopID_2061,stopID_2062,stopID_2063,stopID_2064,stopID_2065,stopID_2515,stopID_2516,stopID_2517,stopID_2518,stopID_2520,stopID_2521,stopID_2522,stopID_2523,stopID_2524,stopID_2532,stopID_2533,stopID_2534,stopID_2535,stopID_2536,stopID_2538,stopID_2539,stopID_2540,stopID_2542,stopID_2544,stopID_2545,stopID_2547,stopID_2548,stopID_2557,stopID_2605,stopID_2616,stopID_2617,stopID_2842,stopID_2843,stopID_2844,stopID_2845,stopID_2846,stopID_2847,stopID_2848,stopID_2849,stopID_2850,stopID_2851,stopID_2852,stopID_2853,stopID_2854,stopID_2855,stopID_2856,stopID_2857,stopID_2858,stopID_2859,stopID_2860,stopID_2861,stopID_2862,stopID_2863,stopID_2864,stopID_2872,stopID_2873,stopID_2874,stopID_2877,stopID_2878,stopID_2879,stopID_2880,stopID_2882,stopID_2883,stopID_2885,stopID_2886,stopID_2887,stopID_3181,stopID_3321,stopID_3322,stopID_3563,stopID_4332,stopID_4333,stopID_4334,stopID_4336,stopID_4337,stopID_4342,stopID_4347,stopID_4348,stopID_4397,stopID_4435,stopID_4436,stopID_4460,stopID_4477,stopID_4486,stopID_4565,stopID_4566,stopID_4567,stopID_4568,stopID_4569,stopID_4570,stopID_4571,stopID_4586,stopID_4587,stopID_4636,stopID_4637,stopID_4640,stopID_4646,stopID_4647,stopID_4707,stopID_4708,stopID_4712,stopID_4779,stopID_4847,stopID_4848,stopID_5008,stopID_5045,stopID_5129,stopID_5130,stopID_5131,stopID_5132,stopID_6128,stopID_7057,stopID_7181,stopID_7393,stopID_7394,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,progrnumber_87,progrnumber_88,progrnumber_89,progrnumber_90,progrnumber_91,progrnumber_92,progrnumber_93,progrnumber_94,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_2038,route_start_stop_4342,route_end_stop_2038,route_end_stop_7181
0.0,13.2,2.0,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
