rain,temp,wdsp,target,stopID_297,stopID_333,stopID_345,stopID_496,stopID_497,stopID_522,stopID_523,stopID_544,stopID_546,stopID_588,stopID_590,stopID_614,stopID_621,stopID_675,stopID_747,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_770,stopID_773,stopID_774,stopID_786,stopID_790,stopID_791,stopID_842,stopID_846,stopID_848,stopID_905,stopID_906,stopID_909,stopID_914,stopID_928,stopID_938,stopID_941,stopID_942,stopID_943,stopID_944,stopID_945,stopID_947,stopID_948,stopID_949,stopID_1729,stopID_1731,stopID_1738,stopID_1741,stopID_1747,stopID_1749,stopID_3574,stopID_3583,stopID_3584,stopID_3585,stopID_3587,stopID_3588,stopID_3589,stopID_3598,stopID_3599,stopID_3605,stopID_3606,stopID_3607,stopID_3608,stopID_3609,stopID_3610,stopID_3611,stopID_3612,stopID_3613,stopID_3615,stopID_3616,stopID_3618,stopID_3619,stopID_3620,stopID_3621,stopID_3622,stopID_3623,stopID_3634,stopID_3635,stopID_3636,stopID_3640,stopID_3641,stopID_3642,stopID_3643,stopID_4331,stopID_4339,stopID_4387,stopID_4465,stopID_4952,stopID_5081,stopID_5082,stopID_6087,stopID_6135,stopID_6207,stopID_7585,stopID_7587,stopID_7616,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_16,hour_17,hour_18,route_start_stop_3640,route_start_stop_4952,route_end_stop_4952,route_end_stop_5082
0.0,14.1,7.0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
