rain,temp,wdsp,target,stopID_293,stopID_496,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_620,stopID_621,stopID_675,stopID_1172,stopID_1724,stopID_1725,stopID_1726,stopID_1727,stopID_1728,stopID_1729,stopID_1730,stopID_1731,stopID_1732,stopID_1733,stopID_1734,stopID_1735,stopID_1736,stopID_1737,stopID_1738,stopID_1739,stopID_1740,stopID_1741,stopID_1742,stopID_1743,stopID_1744,stopID_1745,stopID_1746,stopID_1747,stopID_1748,stopID_1749,stopID_1750,stopID_1751,stopID_1752,stopID_1753,stopID_1754,stopID_1755,stopID_1756,stopID_1757,stopID_1758,stopID_1759,stopID_1760,stopID_1761,stopID_1762,stopID_1763,stopID_1764,stopID_1765,stopID_1767,stopID_1769,stopID_1770,stopID_1771,stopID_1772,stopID_1773,stopID_1774,stopID_1775,stopID_1776,stopID_1777,stopID_1778,stopID_1794,stopID_4384,stopID_7469,stopID_7591,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1772,route_start_stop_7591,route_end_stop_293,route_end_stop_1767
0.0,15.1,7.0,1339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
