rain,temp,wdsp,target,stopID_430,stopID_431,stopID_432,stopID_433,stopID_434,stopID_462,stopID_464,stopID_465,stopID_466,stopID_467,stopID_468,stopID_765,stopID_768,stopID_861,stopID_862,stopID_863,stopID_864,stopID_865,stopID_866,stopID_867,stopID_869,stopID_870,stopID_873,stopID_874,stopID_875,stopID_876,stopID_1035,stopID_1055,stopID_1086,stopID_1087,stopID_1088,stopID_1089,stopID_1090,stopID_1117,stopID_1118,stopID_1119,stopID_1120,stopID_1281,stopID_1299,stopID_1300,stopID_1301,stopID_1302,stopID_1303,stopID_1304,stopID_1305,stopID_1306,stopID_1307,stopID_1308,stopID_1309,stopID_1310,stopID_1311,stopID_1312,stopID_1313,stopID_1314,stopID_1315,stopID_1316,stopID_1317,stopID_1318,stopID_1319,stopID_1329,stopID_1330,stopID_1331,stopID_1332,stopID_1333,stopID_1334,stopID_1335,stopID_1336,stopID_1366,stopID_1367,stopID_1380,stopID_1381,stopID_1391,stopID_1392,stopID_1394,stopID_1395,stopID_1400,stopID_1406,stopID_1407,stopID_1409,stopID_1436,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2052,stopID_2068,stopID_2069,stopID_2070,stopID_2071,stopID_2072,stopID_2082,stopID_2083,stopID_2084,stopID_2085,stopID_2086,stopID_2190,stopID_2327,stopID_2413,stopID_2414,stopID_2415,stopID_2434,stopID_2435,stopID_2436,stopID_2437,stopID_2449,stopID_2450,stopID_2451,stopID_2464,stopID_2465,stopID_2466,stopID_2820,stopID_2822,stopID_2823,stopID_2867,stopID_2868,stopID_2892,stopID_2893,stopID_2894,stopID_2895,stopID_3011,stopID_3012,stopID_3032,stopID_3033,stopID_3082,stopID_3083,stopID_3085,stopID_3353,stopID_3354,stopID_3355,stopID_3356,stopID_3357,stopID_3358,stopID_3360,stopID_3361,stopID_3362,stopID_3952,stopID_4391,stopID_5032,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_765,route_start_stop_1380,route_start_stop_3085,route_start_stop_4391,route_end_stop_765,route_end_stop_1367,route_end_stop_2086,route_end_stop_3085
0.0,14.1,7.0,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
