rain,temp,wdsp,target,stopID_375,stopID_385,stopID_414,stopID_415,stopID_416,stopID_417,stopID_486,stopID_487,stopID_753,stopID_754,stopID_755,stopID_779,stopID_780,stopID_781,stopID_849,stopID_850,stopID_851,stopID_903,stopID_904,stopID_1077,stopID_1421,stopID_2101,stopID_2102,stopID_2105,stopID_2181,stopID_2182,stopID_2185,stopID_2202,stopID_2203,stopID_2204,stopID_2205,stopID_2206,stopID_2207,stopID_2208,stopID_2210,stopID_2211,stopID_2212,stopID_2317,stopID_2318,stopID_2319,stopID_2328,stopID_2329,stopID_2330,stopID_2331,stopID_2448,stopID_2450,stopID_2464,stopID_2465,stopID_2466,stopID_2467,stopID_2471,stopID_2472,stopID_2473,stopID_2474,stopID_2475,stopID_2476,stopID_2477,stopID_2478,stopID_2479,stopID_2480,stopID_2481,stopID_2482,stopID_2483,stopID_2484,stopID_2485,stopID_2486,stopID_2487,stopID_2488,stopID_2489,stopID_2494,stopID_2495,stopID_2496,stopID_2497,stopID_2652,stopID_2653,stopID_2654,stopID_2655,stopID_2656,stopID_2668,stopID_2672,stopID_2673,stopID_2687,stopID_2688,stopID_2689,stopID_2696,stopID_2697,stopID_2700,stopID_2701,stopID_2702,stopID_2726,stopID_2727,stopID_2778,stopID_2780,stopID_2781,stopID_2782,stopID_2783,stopID_2784,stopID_2785,stopID_2786,stopID_2787,stopID_2788,stopID_2789,stopID_2790,stopID_2791,stopID_2793,stopID_2794,stopID_2796,stopID_2797,stopID_2798,stopID_2799,stopID_2800,stopID_2801,stopID_2806,stopID_2807,stopID_2808,stopID_4357,stopID_4359,stopID_4360,stopID_4361,stopID_4527,stopID_4799,stopID_4888,stopID_5026,stopID_7165,stopID_7599,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_385,route_start_stop_849,route_start_stop_4359,route_end_stop_375,route_end_stop_4357
0.0,15.3,6.0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
