rain,temp,wdsp,target,stopID_16,stopID_27,stopID_28,stopID_29,stopID_37,stopID_38,stopID_39,stopID_90,stopID_91,stopID_115,stopID_156,stopID_175,stopID_1510,stopID_1545,stopID_1605,stopID_1644,stopID_1660,stopID_1661,stopID_1662,stopID_1664,stopID_1665,stopID_1666,stopID_1667,stopID_1668,stopID_1669,stopID_1670,stopID_1671,stopID_1672,stopID_1673,stopID_1674,stopID_1675,stopID_1690,stopID_1691,stopID_1692,stopID_1693,stopID_1694,stopID_1695,stopID_1696,stopID_1697,stopID_1698,stopID_1699,stopID_1700,stopID_1701,stopID_1702,stopID_1813,stopID_1814,stopID_1849,stopID_3328,stopID_3329,stopID_3330,stopID_3331,stopID_3332,stopID_3333,stopID_3334,stopID_3335,stopID_3336,stopID_3337,stopID_3338,stopID_3339,stopID_3340,stopID_3351,stopID_3352,stopID_4325,stopID_4498,stopID_4680,stopID_5144,stopID_5147,stopID_7027,stopID_7571,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_17,hour_18,route_start_stop_3333,route_start_stop_7571,route_end_stop_3333,route_end_stop_7571
0.1,14.7,19.0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
