rain,temp,wdsp,target,stopID_2110,stopID_2111,stopID_2112,stopID_2114,stopID_2115,stopID_2116,stopID_2117,stopID_2118,stopID_2119,stopID_2120,stopID_2121,stopID_2123,stopID_2124,stopID_2125,stopID_2126,stopID_2127,stopID_2128,stopID_2129,stopID_2130,stopID_2158,stopID_2159,stopID_2173,stopID_2174,stopID_2199,stopID_2200,stopID_2205,stopID_2206,stopID_2243,stopID_2345,stopID_2363,stopID_2364,stopID_2618,stopID_2619,stopID_2620,stopID_2655,stopID_2656,stopID_2668,stopID_2672,stopID_2673,stopID_2675,stopID_2685,stopID_2686,stopID_2687,stopID_2688,stopID_2689,stopID_2696,stopID_2697,stopID_2762,stopID_2763,stopID_3425,stopID_4341,stopID_4347,stopID_4348,stopID_4409,stopID_4414,stopID_4640,stopID_4646,stopID_4647,stopID_4795,stopID_4798,stopID_4799,stopID_5006,stopID_5007,stopID_5008,stopID_5009,stopID_5011,stopID_7510,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_2243,route_start_stop_4341,route_end_stop_2199,route_end_stop_4341
0.0,14.2,4.0,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
