rain,temp,wdsp,target,stopID_312,stopID_315,stopID_317,stopID_346,stopID_400,stopID_406,stopID_493,stopID_494,stopID_495,stopID_1444,stopID_1445,stopID_1449,stopID_1450,stopID_1451,stopID_1472,stopID_1473,stopID_1474,stopID_1476,stopID_1478,stopID_1479,stopID_2191,stopID_2192,stopID_2193,stopID_2194,stopID_2195,stopID_2196,stopID_2197,stopID_2198,stopID_2200,stopID_2201,stopID_2213,stopID_2214,stopID_2215,stopID_2216,stopID_2217,stopID_2218,stopID_2219,stopID_2232,stopID_2233,stopID_2234,stopID_2235,stopID_2236,stopID_2238,stopID_2239,stopID_2241,stopID_2242,stopID_2243,stopID_2244,stopID_2245,stopID_2246,stopID_2247,stopID_2248,stopID_2249,stopID_2250,stopID_2251,stopID_2810,stopID_3008,stopID_3112,stopID_3365,stopID_3366,stopID_3367,stopID_3372,stopID_3373,stopID_3374,stopID_3886,stopID_3887,stopID_3888,stopID_3892,stopID_3893,stopID_3895,stopID_3896,stopID_3897,stopID_3898,stopID_3899,stopID_3900,stopID_3901,stopID_3902,stopID_3904,stopID_3905,stopID_3906,stopID_3907,stopID_3908,stopID_3909,stopID_3910,stopID_3911,stopID_3912,stopID_3913,stopID_3914,stopID_3917,stopID_3918,stopID_3919,stopID_3920,stopID_3921,stopID_3922,stopID_3923,stopID_3924,stopID_3925,stopID_3926,stopID_3927,stopID_3928,stopID_3929,stopID_3935,stopID_3936,stopID_3938,stopID_3939,stopID_3940,stopID_3941,stopID_3943,stopID_3944,stopID_3945,stopID_3946,stopID_3947,stopID_3949,stopID_3950,stopID_4001,stopID_4401,stopID_4408,stopID_4599,stopID_5056,stopID_5118,stopID_6089,stopID_7074,stopID_7075,stopID_7078,stopID_7108,stopID_7110,stopID_7186,stopID_7187,stopID_7239,stopID_7385,stopID_7391,stopID_7453,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_3917,route_start_stop_7391,route_end_stop_6089,route_end_stop_7385
0.0,17.6,12.0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
