rain,temp,wdsp,target,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_119,stopID_208,stopID_209,stopID_210,stopID_211,stopID_212,stopID_213,stopID_214,stopID_215,stopID_216,stopID_217,stopID_218,stopID_219,stopID_231,stopID_232,stopID_233,stopID_234,stopID_235,stopID_236,stopID_237,stopID_262,stopID_270,stopID_278,stopID_320,stopID_1325,stopID_1326,stopID_1327,stopID_1328,stopID_1329,stopID_1330,stopID_1331,stopID_1332,stopID_1333,stopID_1334,stopID_1335,stopID_1336,stopID_1337,stopID_1338,stopID_1339,stopID_1340,stopID_1341,stopID_1342,stopID_1343,stopID_1344,stopID_1345,stopID_1347,stopID_1348,stopID_1349,stopID_1350,stopID_1352,stopID_1353,stopID_1355,stopID_1357,stopID_1359,stopID_1631,stopID_1632,stopID_1633,stopID_1634,stopID_1635,stopID_1636,stopID_1637,stopID_1638,stopID_1639,stopID_1640,stopID_1641,stopID_1642,stopID_2976,stopID_2977,stopID_2978,stopID_2979,stopID_2980,stopID_2981,stopID_2991,stopID_2992,stopID_3669,stopID_4432,stopID_5053,stopID_5171,stopID_7347,stopID_7349,stopID_7603,stopID_7615,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_7,hour_8,hour_9,hour_23,route_start_stop_208,route_start_stop_215,route_start_stop_5171,route_start_stop_7347,route_end_stop_270,route_end_stop_7615
0.0,12.7,11.0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
