rain,temp,wdsp,target,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_1184,stopID_1196,stopID_1197,stopID_1198,stopID_1199,stopID_1200,stopID_1201,stopID_1202,stopID_1203,stopID_1205,stopID_1206,stopID_1207,stopID_1208,stopID_1209,stopID_1210,stopID_1212,stopID_1213,stopID_1214,stopID_1215,stopID_1216,stopID_1217,stopID_1218,stopID_1219,stopID_1220,stopID_1221,stopID_1270,stopID_1272,stopID_1273,stopID_1274,stopID_1275,stopID_1276,stopID_1277,stopID_3573,stopID_3575,stopID_3576,stopID_3647,stopID_3648,stopID_3649,stopID_3650,stopID_3651,stopID_3652,stopID_3653,stopID_3654,stopID_3655,stopID_3656,stopID_3657,stopID_3658,stopID_3659,stopID_3660,stopID_3661,stopID_3662,stopID_3679,stopID_3689,stopID_3690,stopID_3711,stopID_3712,stopID_3751,stopID_3752,stopID_4330,stopID_4382,stopID_4384,stopID_4385,stopID_4433,stopID_4563,stopID_4917,stopID_4918,stopID_4919,stopID_4923,stopID_4924,stopID_4958,stopID_5044,stopID_5084,stopID_5086,stopID_6054,stopID_6115,stopID_6117,stopID_6359,stopID_7189,stopID_7328,stopID_7329,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1184,route_start_stop_4923,route_start_stop_5044,route_end_stop_1184,route_end_stop_4919,route_end_stop_7189
0.0,16.6,5.0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
