rain,temp,wdsp,target,stopID_206,stopID_237,stopID_530,stopID_531,stopID_532,stopID_533,stopID_534,stopID_535,stopID_536,stopID_537,stopID_538,stopID_539,stopID_540,stopID_541,stopID_542,stopID_543,stopID_544,stopID_545,stopID_546,stopID_587,stopID_588,stopID_589,stopID_590,stopID_591,stopID_592,stopID_593,stopID_594,stopID_595,stopID_596,stopID_597,stopID_598,stopID_599,stopID_600,stopID_601,stopID_602,stopID_603,stopID_604,stopID_605,stopID_606,stopID_607,stopID_608,stopID_674,stopID_709,stopID_910,stopID_911,stopID_912,stopID_913,stopID_928,stopID_929,stopID_930,stopID_931,stopID_1185,stopID_1186,stopID_1187,stopID_1188,stopID_1190,stopID_1191,stopID_1192,stopID_1193,stopID_1194,stopID_1195,stopID_1643,stopID_4389,stopID_4390,stopID_4791,stopID_4792,stopID_7571,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_17,route_start_stop_928,route_start_stop_7571,route_end_stop_913,route_end_stop_7571
0.7,13.1,5.0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
