rain,temp,wdsp,target,stopID_422,stopID_423,stopID_424,stopID_425,stopID_426,stopID_427,stopID_429,stopID_469,stopID_470,stopID_471,stopID_472,stopID_473,stopID_475,stopID_476,stopID_477,stopID_478,stopID_2995,stopID_3032,stopID_3079,stopID_3080,stopID_3081,stopID_3082,stopID_3084,stopID_3114,stopID_3115,stopID_3116,stopID_3117,stopID_3118,stopID_3119,stopID_3120,stopID_3122,stopID_3123,stopID_3124,stopID_3125,stopID_3126,stopID_3127,stopID_3128,stopID_3129,stopID_3130,stopID_3131,stopID_3132,stopID_3133,stopID_3134,stopID_3135,stopID_3136,stopID_3138,stopID_3139,stopID_3140,stopID_3141,stopID_3142,stopID_3143,stopID_3144,stopID_3146,stopID_3147,stopID_3148,stopID_3149,stopID_3150,stopID_3151,stopID_3152,stopID_3153,stopID_3154,stopID_3155,stopID_3156,stopID_3158,stopID_3159,stopID_3160,stopID_3161,stopID_3162,stopID_3163,stopID_3164,stopID_4124,stopID_4125,stopID_4126,stopID_4127,stopID_4128,stopID_4129,stopID_4130,stopID_4131,stopID_4153,stopID_4154,stopID_4156,stopID_4168,stopID_4170,stopID_4201,stopID_4202,stopID_4203,stopID_4204,stopID_4205,stopID_4206,stopID_4416,stopID_4705,stopID_5046,stopID_5047,stopID_7188,stopID_7294,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_15,hour_16,hour_17,hour_18,hour_19,route_start_stop_422,route_start_stop_4168,route_start_stop_7188,route_end_stop_478,route_end_stop_4168,route_end_stop_7188
0.0,17.0,9.0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
