rain,temp,wdsp,target,stopID_315,stopID_336,stopID_404,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_1443,stopID_1444,stopID_1445,stopID_1476,stopID_1478,stopID_1479,stopID_1965,stopID_1966,stopID_2136,stopID_2137,stopID_2138,stopID_2139,stopID_2140,stopID_2141,stopID_2142,stopID_2143,stopID_2145,stopID_2146,stopID_2147,stopID_2148,stopID_2149,stopID_2150,stopID_2151,stopID_2152,stopID_2153,stopID_2154,stopID_2160,stopID_2172,stopID_2201,stopID_2213,stopID_2239,stopID_2241,stopID_2242,stopID_2637,stopID_2638,stopID_2678,stopID_2679,stopID_2680,stopID_2681,stopID_2721,stopID_2722,stopID_3376,stopID_3377,stopID_3378,stopID_3379,stopID_3420,stopID_3421,stopID_3422,stopID_3465,stopID_4401,stopID_4407,stopID_4409,stopID_4410,stopID_4411,stopID_4413,stopID_4550,stopID_4551,stopID_4664,stopID_4665,stopID_4666,stopID_4667,stopID_4668,stopID_4669,stopID_4670,stopID_4671,stopID_4672,stopID_4673,stopID_4677,stopID_4688,stopID_4689,stopID_4690,stopID_4691,stopID_4796,stopID_6013,stopID_6245,stopID_6247,stopID_7012,stopID_7201,stopID_7392,stopID_7435,stopID_7453,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_17,hour_18,route_start_stop_4664,route_start_stop_7392,route_end_stop_755,route_end_stop_1966
0.0,17.0,6.0,4516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
