rain,temp,wdsp,target,stopID_350,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_1358,stopID_1424,stopID_2002,stopID_2190,stopID_2357,stopID_2371,stopID_2372,stopID_2373,stopID_2379,stopID_2380,stopID_2382,stopID_2383,stopID_2425,stopID_2426,stopID_2427,stopID_2428,stopID_2429,stopID_2430,stopID_2554,stopID_2566,stopID_2567,stopID_2568,stopID_2569,stopID_2570,stopID_2590,stopID_2591,stopID_2592,stopID_2606,stopID_2607,stopID_2608,stopID_2609,stopID_2610,stopID_2809,stopID_2810,stopID_4434,stopID_4713,stopID_4714,stopID_4880,stopID_4932,stopID_4933,stopID_4952,stopID_4960,stopID_5023,stopID_5024,stopID_5099,stopID_5161,stopID_5162,stopID_5192,stopID_6170,stopID_7222,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,route_start_stop_4713,route_end_stop_4952
0.0,13.6,7.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
