rain,temp,wdsp,target,stopID_289,stopID_291,stopID_496,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_525,stopID_526,stopID_527,stopID_528,stopID_529,stopID_530,stopID_531,stopID_532,stopID_600,stopID_604,stopID_605,stopID_606,stopID_607,stopID_608,stopID_609,stopID_610,stopID_611,stopID_612,stopID_613,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_620,stopID_621,stopID_649,stopID_650,stopID_651,stopID_653,stopID_654,stopID_655,stopID_656,stopID_657,stopID_658,stopID_659,stopID_675,stopID_709,stopID_722,stopID_723,stopID_724,stopID_725,stopID_726,stopID_727,stopID_728,stopID_729,stopID_730,stopID_738,stopID_739,stopID_740,stopID_741,stopID_742,stopID_743,stopID_744,stopID_745,stopID_915,stopID_916,stopID_917,stopID_918,stopID_919,stopID_924,stopID_925,stopID_927,stopID_938,stopID_950,stopID_1172,stopID_4384,stopID_4386,stopID_4472,stopID_4800,stopID_4804,stopID_4806,stopID_5154,stopID_5155,stopID_5156,stopID_5157,stopID_5160,stopID_7551,stopID_7552,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_289,route_start_stop_950,route_end_stop_291,route_end_stop_938
0.0,15.9,7.0,1017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
