rain,temp,wdsp,target,stopID_312,stopID_315,stopID_318,stopID_336,stopID_345,stopID_406,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_779,stopID_780,stopID_781,stopID_782,stopID_783,stopID_784,stopID_785,stopID_786,stopID_791,stopID_1444,stopID_1445,stopID_1447,stopID_1476,stopID_1478,stopID_1479,stopID_2201,stopID_2213,stopID_2214,stopID_2215,stopID_2236,stopID_2239,stopID_2241,stopID_2242,stopID_2637,stopID_2721,stopID_2722,stopID_3918,stopID_3954,stopID_3955,stopID_3956,stopID_3957,stopID_3958,stopID_3959,stopID_3960,stopID_3964,stopID_3965,stopID_3966,stopID_3968,stopID_3980,stopID_3981,stopID_3982,stopID_3983,stopID_3985,stopID_3986,stopID_3987,stopID_3989,stopID_3990,stopID_3991,stopID_3993,stopID_3994,stopID_3995,stopID_3996,stopID_3998,stopID_3999,stopID_4000,stopID_4001,stopID_4002,stopID_4003,stopID_4401,stopID_4404,stopID_4405,stopID_4413,stopID_4952,stopID_5112,stopID_5113,stopID_5114,stopID_6089,stopID_6156,stopID_6157,stopID_6158,stopID_6159,stopID_6160,stopID_6161,stopID_6164,stopID_6165,stopID_7012,stopID_7049,stopID_7050,stopID_7184,stopID_7185,stopID_7186,stopID_7187,stopID_7193,stopID_7234,stopID_7313,stopID_7314,stopID_7435,stopID_7453,stopID_7585,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_16,hour_17,hour_18,hour_19,route_start_stop_318,route_start_stop_3980,route_start_stop_3994,route_start_stop_4003,route_start_stop_4952,route_start_stop_6164,route_end_stop_3994,route_end_stop_4003,route_end_stop_4952,route_end_stop_5114
0.0,13.8,8.0,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
