rain,temp,wdsp,target,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_905,stopID_1184,stopID_1196,stopID_1197,stopID_1198,stopID_1199,stopID_1200,stopID_1201,stopID_1202,stopID_1203,stopID_1205,stopID_1206,stopID_1207,stopID_1208,stopID_1209,stopID_1210,stopID_1211,stopID_1212,stopID_1213,stopID_1214,stopID_1215,stopID_1216,stopID_1217,stopID_1218,stopID_1219,stopID_1220,stopID_1221,stopID_1270,stopID_1272,stopID_1273,stopID_1274,stopID_1275,stopID_1276,stopID_1277,stopID_3573,stopID_3574,stopID_3575,stopID_3576,stopID_3577,stopID_3578,stopID_3579,stopID_3580,stopID_3583,stopID_3584,stopID_3585,stopID_3605,stopID_3606,stopID_3607,stopID_3613,stopID_3615,stopID_3616,stopID_3625,stopID_3626,stopID_3627,stopID_3628,stopID_3629,stopID_3630,stopID_3631,stopID_3632,stopID_3633,stopID_3634,stopID_3635,stopID_3636,stopID_3639,stopID_3640,stopID_3641,stopID_3642,stopID_3643,stopID_3644,stopID_3645,stopID_3646,stopID_3647,stopID_3661,stopID_3662,stopID_4331,stopID_4339,stopID_4382,stopID_4384,stopID_4385,stopID_4563,stopID_5081,stopID_5082,stopID_6051,stopID_6052,stopID_6053,stopID_6115,stopID_7327,stopID_7616,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1184,route_start_stop_3605,route_end_stop_1184,route_end_stop_3616
0.0,15.9,7.0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
