rain,temp,wdsp,target,stopID_2037,stopID_3046,stopID_3047,stopID_3048,stopID_3049,stopID_3050,stopID_3051,stopID_3052,stopID_3053,stopID_3054,stopID_3055,stopID_3056,stopID_3057,stopID_3058,stopID_3059,stopID_3060,stopID_3061,stopID_3062,stopID_3063,stopID_3064,stopID_3065,stopID_3066,stopID_3067,stopID_3068,stopID_3069,stopID_3070,stopID_3091,stopID_3092,stopID_3093,stopID_3094,stopID_3095,stopID_3096,stopID_3097,stopID_3098,stopID_3099,stopID_3100,stopID_3101,stopID_3102,stopID_3103,stopID_3105,stopID_3106,stopID_3107,stopID_3108,stopID_3111,stopID_4830,stopID_4983,stopID_5105,stopID_7652,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_2037,route_start_stop_3099,route_end_stop_4983,route_end_stop_7652
0.0,20.3,8.0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
