rain,temp,wdsp,target,stopID_746,stopID_758,stopID_760,stopID_844,stopID_846,stopID_848,stopID_2007,stopID_2014,stopID_2016,stopID_2017,stopID_3134,stopID_3135,stopID_4187,stopID_4210,stopID_4211,stopID_4215,stopID_4216,stopID_4222,stopID_4224,stopID_4225,stopID_4230,stopID_4248,stopID_4252,stopID_4305,stopID_4306,stopID_4307,stopID_4495,stopID_4571,stopID_4588,stopID_4589,stopID_4956,stopID_6137,stopID_7362,stopID_7363,stopID_7364,stopID_7365,stopID_7461,stopID_7462,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_12,hour_13,hour_16,hour_17,hour_18,hour_19,route_start_stop_760,route_start_stop_4495,route_end_stop_4307,route_end_stop_4956
0.0,14.4,9.0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
