rain,temp,wdsp,target,stopID_7,stopID_11,stopID_14,stopID_15,stopID_17,stopID_18,stopID_19,stopID_21,stopID_27,stopID_28,stopID_29,stopID_37,stopID_38,stopID_39,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_85,stopID_86,stopID_87,stopID_88,stopID_89,stopID_90,stopID_91,stopID_92,stopID_93,stopID_94,stopID_102,stopID_104,stopID_105,stopID_107,stopID_110,stopID_112,stopID_113,stopID_114,stopID_115,stopID_116,stopID_117,stopID_118,stopID_119,stopID_261,stopID_270,stopID_281,stopID_319,stopID_322,stopID_323,stopID_324,stopID_327,stopID_332,stopID_335,stopID_1359,stopID_1935,stopID_1937,stopID_1938,stopID_1939,stopID_1940,stopID_1941,stopID_1942,stopID_1943,stopID_1944,stopID_1945,stopID_1946,stopID_1947,stopID_1948,stopID_1949,stopID_1950,stopID_1951,stopID_1952,stopID_1953,stopID_1954,stopID_1955,stopID_1956,stopID_1957,stopID_1958,stopID_1959,stopID_1960,stopID_1963,stopID_1964,stopID_1965,stopID_1966,stopID_1975,stopID_1977,stopID_1978,stopID_1980,stopID_1981,stopID_1982,stopID_1984,stopID_1985,stopID_1986,stopID_1987,stopID_1988,stopID_1989,stopID_1990,stopID_1992,stopID_1993,stopID_1994,stopID_1995,stopID_1996,stopID_1997,stopID_1998,stopID_1999,stopID_2001,stopID_2002,stopID_2136,stopID_2137,stopID_2138,stopID_2139,stopID_2140,stopID_2141,stopID_2142,stopID_2143,stopID_2145,stopID_2146,stopID_2147,stopID_2148,stopID_2149,stopID_2150,stopID_2151,stopID_2152,stopID_2153,stopID_2154,stopID_2159,stopID_2160,stopID_2161,stopID_2165,stopID_2166,stopID_2172,stopID_2374,stopID_3418,stopID_3419,stopID_3465,stopID_4379,stopID_4406,stopID_4409,stopID_4521,stopID_4545,stopID_4549,stopID_4550,stopID_4551,stopID_4552,stopID_4554,stopID_4555,stopID_4576,stopID_4617,stopID_4663,stopID_4664,stopID_4665,stopID_4666,stopID_4667,stopID_4668,stopID_4670,stopID_4671,stopID_4672,stopID_4673,stopID_4674,stopID_4677,stopID_4680,stopID_4683,stopID_6016,stopID_6017,stopID_6125,stopID_6182,stopID_6234,stopID_6235,stopID_6238,stopID_6239,stopID_6241,stopID_6245,stopID_6253,stopID_7092,stopID_7191,stopID_7192,stopID_7201,stopID_7229,stopID_7230,stopID_7602,stopID_7603,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,progrnumber_87,progrnumber_88,progrnumber_89,progrnumber_90,progrnumber_91,progrnumber_92,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_281,route_start_stop_324,route_start_stop_6235,route_start_stop_7229,route_start_stop_7230,route_end_stop_270,route_end_stop_281,route_end_stop_332,route_end_stop_6234,route_end_stop_7229,route_end_stop_7230
0.0,15.1,4.0,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
