rain,temp,wdsp,target,stopID_247,stopID_253,stopID_254,stopID_300,stopID_303,stopID_324,stopID_332,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_969,stopID_972,stopID_992,stopID_993,stopID_1176,stopID_1177,stopID_1178,stopID_1179,stopID_1196,stopID_1197,stopID_1198,stopID_1219,stopID_1220,stopID_1221,stopID_1222,stopID_1223,stopID_1224,stopID_1225,stopID_1226,stopID_1227,stopID_1228,stopID_1229,stopID_1231,stopID_1232,stopID_1233,stopID_1234,stopID_1235,stopID_1237,stopID_1238,stopID_1239,stopID_1240,stopID_1241,stopID_1242,stopID_1244,stopID_1246,stopID_1251,stopID_1253,stopID_1277,stopID_1625,stopID_1626,stopID_1627,stopID_1628,stopID_1629,stopID_1634,stopID_1635,stopID_1636,stopID_1637,stopID_1638,stopID_4382,stopID_4384,stopID_4415,stopID_5033,stopID_5060,stopID_5061,stopID_5174,stopID_6078,stopID_6234,stopID_7044,stopID_7112,stopID_7130,stopID_7358,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_300,route_start_stop_324,route_start_stop_1176,route_start_stop_1233,route_start_stop_7044,route_end_stop_303,route_end_stop_332,route_end_stop_972,route_end_stop_1233
0.0,13.8,9.0,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
