rain,temp,wdsp,target,stopID_733,stopID_788,stopID_815,stopID_905,stopID_913,stopID_914,stopID_928,stopID_935,stopID_936,stopID_938,stopID_940,stopID_941,stopID_942,stopID_943,stopID_944,stopID_945,stopID_947,stopID_948,stopID_949,stopID_951,stopID_952,stopID_953,stopID_1039,stopID_1040,stopID_1041,stopID_1050,stopID_1073,stopID_3078,stopID_3087,stopID_3088,stopID_3089,stopID_3090,stopID_3572,stopID_3583,stopID_3584,stopID_3585,stopID_3586,stopID_3587,stopID_3588,stopID_3589,stopID_3590,stopID_3591,stopID_3592,stopID_3598,stopID_3599,stopID_3605,stopID_3606,stopID_3607,stopID_3608,stopID_3609,stopID_3610,stopID_3611,stopID_3612,stopID_3613,stopID_3615,stopID_3616,stopID_3618,stopID_3619,stopID_3620,stopID_3622,stopID_3623,stopID_3634,stopID_3635,stopID_3636,stopID_3641,stopID_3642,stopID_3643,stopID_3653,stopID_3656,stopID_3663,stopID_3669,stopID_3671,stopID_3672,stopID_3678,stopID_3691,stopID_3701,stopID_3702,stopID_3704,stopID_3705,stopID_3706,stopID_3707,stopID_3708,stopID_3709,stopID_3710,stopID_4330,stopID_4331,stopID_4339,stopID_4381,stopID_4387,stopID_4465,stopID_4503,stopID_4925,stopID_4926,stopID_6010,stopID_6015,stopID_6033,stopID_6054,stopID_6055,stopID_6117,stopID_6135,stopID_7348,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1073,route_start_stop_4381,route_start_stop_7348,route_end_stop_4381,route_end_stop_7348
0.0,16.6,5.0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
