rain,temp,wdsp,target,stopID_4,stopID_273,stopID_281,stopID_400,stopID_405,stopID_408,stopID_409,stopID_410,stopID_411,stopID_412,stopID_413,stopID_414,stopID_415,stopID_416,stopID_417,stopID_418,stopID_419,stopID_420,stopID_421,stopID_422,stopID_423,stopID_424,stopID_425,stopID_426,stopID_427,stopID_428,stopID_429,stopID_469,stopID_470,stopID_471,stopID_472,stopID_473,stopID_475,stopID_476,stopID_477,stopID_478,stopID_479,stopID_480,stopID_481,stopID_482,stopID_483,stopID_485,stopID_487,stopID_488,stopID_489,stopID_490,stopID_491,stopID_492,stopID_493,stopID_494,stopID_495,stopID_1174,stopID_2035,stopID_2036,stopID_2040,stopID_2041,stopID_3032,stopID_3033,stopID_3034,stopID_3036,stopID_3037,stopID_3038,stopID_3039,stopID_3040,stopID_3041,stopID_3042,stopID_3047,stopID_3068,stopID_3069,stopID_3070,stopID_3071,stopID_3072,stopID_3073,stopID_3074,stopID_3075,stopID_3076,stopID_3077,stopID_3084,stopID_3202,stopID_3203,stopID_3204,stopID_3214,stopID_3215,stopID_3216,stopID_3217,stopID_3218,stopID_3219,stopID_3220,stopID_3224,stopID_3225,stopID_3226,stopID_3227,stopID_3228,stopID_3229,stopID_3238,stopID_3239,stopID_3240,stopID_4705,stopID_4725,stopID_4962,stopID_4982,stopID_5046,stopID_5047,stopID_7639,stopID_7640,stopID_7641,stopID_7642,stopID_7643,stopID_7644,stopID_7645,stopID_7646,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1174,route_start_stop_4962,route_start_stop_7639,route_end_stop_4,route_end_stop_4962,route_end_stop_7639
0.0,15.5,19.0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
